chapter_id,volume,chapter,source_file,line_start,line_end,source_heading,linked_scene_ids,status,boundary_status,remaining_review,notes
Adi221,4,221,MAHABHARATA-4-AADIPARVA_djvu.txt,9866,10385,"(ಉತ್ಸವವನ್ನು ಮುಗಿಸಿ ಎಲ್ಲರ ನಿರ್ಗಮನ, ಅರ್ಜುನನ ಚಿಂತೆ, ಬಲರಾಮಾದಿಗಳಿಂದ ಪುನಃ ಬಂದು ಚಾತುರ್ಮಾಸ್ಯವನ್ನು ಕನ್ಯಾಗಾರದಲ್ಲಿ ಕಳೆಯಬೇಕೆಂಬ ಪ್ರಾರ್ಥನೆ, ಕೃಷ್ಣನ ವಿರೋಧ ಸೂಚನೆ ಮತ್ತು ಅನುಮತಿ.)",G35-S02,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.","Repeated chapter-opening headers in raw OCR: 9866,9951. Do not narrate duplicate as a second event."
Adi222,4,222,MAHABHARATA-4-AADIPARVA_djvu.txt,10386,11174,"(ಕನ್ಯಾಗಾರದ ಸಮೀಪದಲ್ಲಿ ಅರ್ಜುನನ ವಾಸ, ಸುಭದ್ರೆಯ ಉಪಚಾರ, ಅರ್ಜುನ ಸುಭದ್ರೆಯರ ಸಂವಾದ, ಅರ್ಜುನನ ಜೊತೆಯಲ್ಲಿ ಸಮಾಲೋಚಿಸಿ ಕೃಷ್ಣನಿಂದ ಎಲ್ಲರನ್ನೂ ದ್ವೀಪಾಂತರಕ್ಕೆ ಪ್ರೇಷಣ.)",G35-S03 | G35-S04,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi223,4,223,MAHABHARATA-4-AADIPARVA_djvu.txt,11175,12104,"(ಇಂದ್ರ ಮೊದಲಾದ ದೇವತೆಗಳಿಂದ ಕೃಷ್ಣನ ಸನ್ನಿಧಿಯಲ್ಲಿಸುಭದ್ರೆಯ ವಿವಾಹ,   ಕೃಷ್ಣನ ಸೂಚನೆಯಂತೆ ರಥದಲ್ಲಿ ಅರ್ಜುನ ಮತ್ತು ಸುಭದ್ರೆಯರ ನಿರ್ಗಮನ, ಕೆಲವರ ಹರ್ಷ ಮತ್ತು ಕೆಲವರ ರೋಷ)",G35-S05 | G35-S06,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi224,4,224,MAHABHARATA-4-AADIPARVA_djvu.txt,12105,12813,"(ದ್ವಾರಕೆಯಿಂದ ಸುಭದ್ರೆಯ ಜೊತೆಯಲ್ಲಿ ಅರ್ಜುನನ ನಿರ್ಗಮನ,   ಮಧ್ಯಮಾರ್ಗದಲ್ಲಿವಿಪೃಥುವಿನ ಪ್ರತಿರೋಧ ಮತ್ತು ಸಮ್ಮತಿ, ವೃಷ್ಣ್ಯಂಧಕರ ಸಭೆ, ಬಲರಾಮನ ಕೋಪ, ಕೃಷ್ಣನ ಮೌನ.)",G35-S07 | G35-S08 | G35-S09,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi225,4,225,MAHABHARATA-4-AADIPARVA_djvu.txt,12814,13171,"(ಕೃಷ್ಣನ ಹಿತೋಪದೇಶದಿಂದ ಬಲರಾಮಾದಿಗಳ ಸಮಾಧಾನ, ಅರ್ಜುನನನ್ನು   ಹಿಂಬಾಲಿಸಿದ ಯಾದವರ ಪ್ರತಿನಿವೃತ್ತಿ, ನೀಳದೇಶವನ್ನು ಅತಿಕ್ರಮಿಸಿ ಅರ್ಜುನನ ಕುರುದೇಶ ಪ್ರಾಪ್ತಿ.)",G36-S01 | G36-S02,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi226,4,226,MAHABHARATA-4-AADIPARVA_djvu.txt,13172,13518,"(ಅರ್ಜುನನ ಸ್ವಭವನ ಪ್ರಾಪ್ತಿ, ಗೋಪಾಲಿಕೆ ವೇಷದಿಂದ ಸುಭದ್ರೆಯ ಪ್ರವೇಶ, ಕುಂತಿಯ ಮತ್ತು ದ್ರೌಪದಿಯ ಆಶೀರ್ವಾದ, ಎಲ್ಲರ ಹರ್ಷ.)",G36-S02 | G36-S03,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi227,4,227,MAHABHARATA-4-AADIPARVA_djvu.txt,13519,14132,"(ಯಾದವರಿಂದ ಇಂದ್ರಪ್ರಸ್ಥಕ್ಕೆ ಉಡುಗೊರೆಗಳ ಆಹರಣ, ಇಂದ್ರಪ್ರಸ್ಥದಲ್ಲಿ ಏಳು ದಿನಗಳ ಕಾಲ ಅರ್ಜುನ-ಸುಭದ್ರೆಯರ ವಿವಾಹ, ಯಾದವರ ನಿರ್ಗಮನ, ಇಂದ್ರಪ್ರಸ್ಥದಲ್ಲಿ ಕೃಷ್ಣನ ವಾಸ.)",G36-S04 | G36-S05,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi228,4,228,MAHABHARATA-4-AADIPARVA_djvu.txt,14133,14488,"(ಅಭಿಮನ್ಯುವಿನ ಜನನ, ಕೃಷ್ಣನಿಂದ ಅವನ ಲಾಲನ, ಅರ್ಜುನನಿಂದ ಶಸ್ತ್ರಾಸ್ತ್ರ ಪ್ರಾಪ್ತಿ, ಪಂಚದ್ರೌಪದೇಯರ ಜನನ.)",G36-S06 | G36-S07 | G36-S08,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi229,4,229,MAHABHARATA-4-AADIPARVA_djvu.txt,14489,14824,"(ನಗರವಿಹಾರವನ್ನುಮುಗಿಸಿ ಯಮುನಾ ತೀರದಲ್ಲಿವಿಹರಿಸಲು ಕೃಷ್ಣಾರ್ಜುನರ ನಿರ್ಧಾರ, ಖಾಂಡವವನ ಪ್ರಾಪ್ತಿ ಮತ್ತು ವರ್ಣನೆ.)",G37-S01,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi230,4,230,MAHABHARATA-4-AADIPARVA_djvu.txt,14825,16423,"(ಯಮುನಾತೀರದಲ್ಲಿವಿಪ್ರವೇಷದಿಂದ ಬಂದು ಅಗ್ನಿಯಿಂದ ತನ್ನದುಚ್ಛಿತಿಯನ್ನು ತಿಳಿಸಿ ಖಾಂಡವದಹನಕ್ಕಾಗಿ ಕೃಷ್ಣಾರ್ಜುನರ ಸಹಾಯದ ಪ್ರಾರ್ಥನೆ. ತಮ್ಮ ತಮ್ಮ ಅಸ್ಪವನ್ನುಪಡೆದ ಕೃಷ್ಣಾರ್ಜುನರಿಂದ ಆಶ್ವಾಸನೆ, ಖಾಂಡವದಾಹದ ಉಪಕ್ರಮ.)",G37-S02 | G37-S03 | G37-S04 | G37-S05 | G37-S06,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi231,4,231,MAHABHARATA-4-AADIPARVA_djvu.txt,16424,17273,"(ಕೃಷ್ಣಾರ್ಜುನರ ರಕ್ಷಣೆಯಲ್ಲಿ ಅಗ್ನಿಯಿಂದ ಖಾಂಡವ ದಹನ, ಸರ್ವಪ್ರಾಣಿಗಳ ವಿನಾಶ. ದೇವತಾಗಣದ ಜೊತೆಯಲ್ಲಿ ಬಂದು ಇಂದ್ರನ ಯುದ್ಧಮತ್ತು ಅರ್ಜುನನ ಪ್ರತೀಕಾರ.)",G37-S07 | G37-S08 | G37-S09,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi232,4,232,MAHABHARATA-4-AADIPARVA_djvu.txt,17274,17722,(ಕೃಷ್ಣಾರ್ಜುನರ ರಕ್ಷಣೆಯಲ್ಲಿ ಅಗ್ನಿಯಿಂದ ಖಾಂಡವವನ ದಾಹ. ಕೃಷ್ಣಾರ್ಜುನರಿಂದ ಯುದ್ದಕ್ಕೆ ಬಂದ ದೇವತೆಗಳ ಪರಾಜಯ. ಅಶರೀರವಾಣಿಯಿಂದ ಇಂದ್ರನ ನಿವೃತ್ತಿ. ಅಗ್ನಿಯ ಹರ್ಷ. ಮಯನಿಗೆ ಅಭಯದಾನ.),G38-S01 | G38-S02 | G38-S03 | G39-S09,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi233,4,233,MAHABHARATA-4-AADIPARVA_djvu.txt,17723,18071,"(ಶಾಂರ್ಗಕಪಕ್ಟಿಗಳ ಅದಾಹಕ್ಕೆ ಕಾರಣಪ್ರಶ್ನೆ, ಮಂದಪಾಲಚರಿತೆ, ಮಕ್ಕಳಿಲ್ಲದ  ಅವನಿಂದ ಶಾಂರ್ಗಕ- ಪಕ್ಷಿರೂಪವನ್ನು ಧರಿಸಿ ಮಕ್ಕಳ ಉತ್ಪಾದನೆ.)",G38-S04 | G38-S05 | G38-S06 | G39-S09,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi234,4,234,MAHABHARATA-4-AADIPARVA_djvu.txt,18072,18316,"(ಸಮೀಪಿಸುತ್ತಿರುವ ಅಗ್ನಿಯನ್ನು ನೋಡಿ ಜರಿತೆಯ ವಿಹ್ವಲತಾ, ಮಕ್ಕಳನ್ನು ಉಳಿಸಲು ಅವರ ಜೊತೆಯಲ್ಲಿಸಂವಾದ. ಮೂಷಿಕಬಿಲವನ್ನು ಪ್ರವೇಶಿಸಲು ಮಕ್ಕಳ ನಿರಾಕರಣೆ.)",G38-S07 | G38-S08 | G39-S09,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi235,4,235,MAHABHARATA-4-AADIPARVA_djvu.txt,18317,18525,(ಇಲಿಯ ಬಿಲವನ್ನು ಪ್ರವೇಶಿಸಲು ತಾಯಿಯ ನಿರ್ಬಂಧ. ಮಕ್ಕಳಿಂದ ಅದರ ನಿರಾಕರಣೆ. ತಾಯಿಯು ಹೇಳಿದ ಶ್ಯೇನವೃತ್ತಾಂತದಲ್ಲಿ ಮಕ್ಕಳ ಅವಿಶ್ವಾಸ. ಜರಿತಾರಿಯಿಂದ ಅಗ್ನಿಯ ಸ್ತೋತ್ರ.),G39-S01 | G39-S02 | G39-S09,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi236,4,236,MAHABHARATA-4-AADIPARVA_djvu.txt,18526,18793,(ಸಮೀಪದಲ್ಲಿಬರುತ್ತಿರುವ ಅಗ್ನಿಯನ್ನುನೋಡಿ ಜರಿತಾರಿಯಾದಿಗಳ ಸ್ತೋತ್ರ. ಪ್ರಸನ್ನನಾದ ಅಗ್ನಿಯಿಂದ ಅವರ ಮೋಚನೆ.),G39-S03 | G39-S04 | G39-S09,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi237,4,237,MAHABHARATA-4-AADIPARVA_djvu.txt,18794,19389,(ಮಂದಪಾಲನಿಗೆ ಲಪಿತೆಯ ಮತ್ತು ಜರಿತೆಯ ತಿರಸ್ಕಾರದ ವಚನಗಳು. ಪತ್ನೀಪುತ್ರರೊಡನೆ ಮಂದಪಾಲನ ದೇಶಾಂತರ ಗಮನ. ಸ್ವರ್ಗದಿಂದ ಇಂದ್ರನ ಆಗಮನ. ಸಂತೋಷಪ್ರಕಟನ ಮತ್ತು ವರದಾನ.),I1-S05 | G39-S05 | G39-S06 | G39-S07 | G39-S08 | G39-S09,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
