block_id,file,line_start,line_end,chapter_ids,linked_scene_ids,source_text,retention_status,adaptation_verification,source_layer_candidate
V2L34325,MAHABHARATA-2-AADIPARVA_djvu.txt,34325,34325,Adi129,G22-S06,ಸಂಭವಪರ್ವ -729- ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V2L34328,MAHABHARATA-2-AADIPARVA_djvu.txt,34328,34328,Adi129,G22-S06,ಸ ವಿನಿಶ್ಚಿತ್ಯ ಮನಸಾ ಪಾಂಚಾಲಂ ಪ್ರತಿ ಬುದ್ಧಿಮಾನ್‌ । ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V2L34331,MAHABHARATA-2-AADIPARVA_djvu.txt,34331,34333,Adi129,G22-S06,"ಶಿಷ್ಯೈಃ ಪರಿವೃತಃ ಶ್ರೀಮಾನ್‌ ಪುತ್ರೇಣಾನುಗತಸ್ತದಾ 11೧೩1 
ಜಗಾಮ ಕುರುಮುಖ್ಯಾನಾಂ ನಗರಂ ನಾಗಸಾಹ್ವಯಮ್‌ । 
ಸ್ಯಾಲಸ್ಕೈವ ಗೃಹಂ ದ್ರೋಣಃ ಸದಾರಃ ಹರ್ಯುಪಸ್ಥಿತಃ Novi ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V2L34336,MAHABHARATA-2-AADIPARVA_djvu.txt,34336,34338,Adi129,G22-S06,"ಮೇಧಾವಿಗಳಾದ ಅವರು ಪಾಂಚಾಲರಾಜನಾದ ದ್ರುಪದನಿಗೆ ಏನು 
ಮಾಡಬೇಕೆಂದು (ಮನಸ್ಸಿನಲ್ಲಿಯೇ) ನಿಶ್ಚಯಿಸಿ ಶಿಷ್ಯರ ಮತ್ತು ಪುತ್ರನ ಜೊತೆಯಲ್ಲಿ 
ಕೂಡಿದವರಾಗಿ ಅವರು ಕುರುಶ್ರೇಷ್ಠರ ನಗರವಾದ ಹಸ್ತಿನಪುರಕ್ಕೆ ಹೊರಟರು. ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V2L34341,MAHABHARATA-2-AADIPARVA_djvu.txt,34341,34342,Adi129,G22-S06,"ಅಶ್ವತ್ಥಾಮ್ನಾ ಚ ಪುತ್ರೇಣ ಮಹಾಬಲವತಾ ಸಹ । 
ಅವಸತ್‌ ತತ್ರ ರಾಜೇಂದ್ರ ಗೌತಮಸ್ಯ ನಿವೇಶನೇ 11೧೫। ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V2L34345,MAHABHARATA-2-AADIPARVA_djvu.txt,34345,34347,Adi129,G22-S06,"ಎಲೈ ರಾಜೇಂದ್ರನೇ, ದ್ರೋಣರು ಪತ್ನಿ ಮತ್ತು ಮಹಾಬಲನಾದ ಪುತ್ರನಾದ 
ಅಶ್ವತ್ಯಾಮರ ಜೊತೆಯಲ್ಲಿತಮ್ಮ ಭಾವಮೈದುನರಾದ ಕೃಪಾಚಾರ್ಯರ ಮನೆಯಲ್ಲಿ 
ವಾಸಿಸಿದರು. ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V2L34350,MAHABHARATA-2-AADIPARVA_djvu.txt,34350,34352,Adi129,G22-S06,"ಸ ಕೃಪಸ್ಯಾಂತರೇ ಪಾರ್ಥಾನ್‌ ಭಾರದ್ವಾಜಃ ಪ್ರತಾಪವಾನ್‌ । 
ಅಸ್ಟ್ರಾಕಿ ಶಿಕ್ಷಯಾಮಾಸ ಬುಬೋಧ ಚ ಸ ತಂ ಕೃಪಃ । 
ಆವಾಸೇ ತತ್ರ ಗೂಢಾತ್ಮಾ ಕಂಚಿತ್ಕಾಲಮುವಾಸ ಹ 11೧೬॥ ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V2L34355,MAHABHARATA-2-AADIPARVA_djvu.txt,34355,34359,Adi129,G22-S06,"ಭಾರದ್ವಾಜರಾದ, ಪ್ರತಾಪಶಾಲಿಗಳಾದ ದ್ರೋಣರು ಕೃಪಾಚಾರ್ಯರು 
ಇಲ್ಲದಿರುವಾಗ ಪಾಂಡವರಿಗೆ ಅಸ್ಪಗಳನ್ನು ಕಲಿಸುತ್ತಿದ್ದರು. ಈ ವಿಷಯವು 
ಕೃಪಾಚಾರ್ಯರಿಗೆ ತಿಳಿಯಿತು. ದ್ರೋಣರು ಯಾರಿಗೂ ತಿಳಿಯದಂತೆ ತಮ್ಮ 
ಸ್ವರೂಪವನ್ನು ಮರೆಮಾಡಿಕೊಂಡು ಸ್ವಲ್ಪ ಕಾಲದವರೆಗೆ ಕೃಪಾಚಾರ್ಯರ ಮನೆಯಲ್ಲಿ 
ವಾಸ ಮಾಡಿದರು. ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V2L34361,MAHABHARATA-2-AADIPARVA_djvu.txt,34361,34361,Adi129,,(| ಇತಿ ಶ್ರೀಮನ್ಮಹಾಭಾರತೇ ಶತಸಹಸ್ರಿಕಾಯಾಂ ಸಂಹಿತಾಯಾಮಾದಿಪರ್ವಣಿ ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V2L34363,MAHABHARATA-2-AADIPARVA_djvu.txt,34363,34366,Adi129,,"ಏಕೋನತ್ರಿಂಶತ್ಯಧಿಕಶತತಮೋತಧ್ಯಾಯಃ ॥ 
॥ ಸಂಭವಪರ್ವಣಿ ಸಪ್ತಸಪ್ತತಿತಮೋ5ಧ್ಯಾಯಃ ॥ 
ಇಲ್ಲಿಗೆ ಮಹಾಭಾರತದ ಆದಿಪರ್ವದಲ್ಲಿ ನೂರಇಪ್ಪತ್ತೊಂಭತ್ತನೆಯ ಅಧ್ಯಾಯ ಮುಗಿಯಿತು. 
ರರರರ್ಗರೇ ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V2L34369,MAHABHARATA-2-AADIPARVA_djvu.txt,34369,34369,Adi129,,-730- ಮಹಾಭಾರತ ಆದಿಪರ್ವ ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V2L34372,MAHABHARATA-2-AADIPARVA_djvu.txt,34372,34373,Adi129,,"ಮಹಾಭಾರತ ತಾತ್ಸರ್ಯ ನಿರ್ಣಯ - ಅಧ್ಯಾಯ-೧೫ 
ಪ್ರತಿಗ್ರಹಾದ್‌ ವಿನಿವೃತ್ತಸ್ಯ ಚಾರ್ಥ: ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V2L34376,MAHABHARATA-2-AADIPARVA_djvu.txt,34376,34378,Adi129,,"ಲ೨ಕ 
ಸ್ಯಾಚ್ಚಿಷ್ಯೇಭ್ಯ: ಕೌರವೇಭ್ಯೋ ಮಮಾತ್ರ । 
ಏವಂ ಮನ್ನಾನಃ ಕ್ರೀಡತಃ ಪಾಂಡವೇಯಾನ್‌ ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V2L34381,MAHABHARATA-2-AADIPARVA_djvu.txt,34381,34381,Adi129,,ಸಧಾರ್ತರಾಷ್ಟ್ರಾನ್‌ ಪುರಬಾಹ್ಯತೋತಖ್ಯತ್‌ (1೨೫॥ ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V2L34384,MAHABHARATA-2-AADIPARVA_djvu.txt,34384,34386,Adi129,,"ಪೈಗ್ರಹವನ್ನು ತೊರೆದ ನನಗೆ ಕೌರವರು ಶಿಷ್ಯರಾದರೆ ಅವರಿಂದ ಅಭೀಷ್ಟ 
ಸಿದ್ಧಿಯಾದೀತು ಎಂದು ಬಗೆದು ದ್ರೋಣ ನಗರದ ಹೊರಪ್ರದೇಶದಲ್ಲಿಆಟವಾಡುತ್ತಿದ್ದ 
ಪಾಂಡವರನ್ನೂಕೌರವರನ್ನೂಕಂಡ. ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V2L34389,MAHABHARATA-2-AADIPARVA_djvu.txt,34389,34392,Adi129,,"ವಿಕ್ರೀಡಶೋ ಧರ್ಮಸೂನೋಸ್ತದೈವ 
ಸಹಾಂಗುಲೀಯೇನ ಚ ಕಂದುಕೋ5ಪತತ್‌ ॥ 
ಕೂಪೇ ನ ಶೇಕುಃ ಸಹಿತಾಃ ಕುಮಾರಾ 
ಉದ್ದರ್ತುಮೇನಂ ಪವಾನಾತ್ಮಜೋಠ5ವದತ್‌ IL ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V2L34395,MAHABHARATA-2-AADIPARVA_djvu.txt,34395,34397,Adi129,,"ಆಗಲೆ ಆಟವಾಡುತ್ತಿದ್ದ ಧರ್ಮರಾಜನ ಉಂಗುರವೂ ಚೆಂಡೂ ಬಾವಿಯಲ್ಲಿ 
ಬಿದ್ದಿತ್ತು. ಕುಮಾರರೆಲ್ಲಸೇರಿದರೂ ಅವುಗಳನ್ನು ಎತ್ತಲು ಶಕ್ತರಾಗಿರಲಿಲ್ಲ. ಆಗ ಭೀಮ 
ಹೇಳಿದ. ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V2L34400,MAHABHARATA-2-AADIPARVA_djvu.txt,34400,34403,Adi129,,"ನಿಷ್ತತ್ಯ ಚೋದ್ಧ ತ್ಯ ಸಮುತ್ತತಿಷ್ಯೇ 
ಕೂಪಾದಮುಷ್ಠಾದ್‌ ಭೃಶನೀಚಾದಪಿ ಸ್ಥ | 
ಸಕಂದುಕಾಂ ಮುದ್ರಿಕಾಂ ಪಶ್ಯತಾದ್ಯ 
ಸರ್ವೇ ಕುಮಾರಾ ಇತಿ ವೀರ್ಯಸಂಶ್ರಯಾತ್‌ 12೭0 ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V2L34406,MAHABHARATA-2-AADIPARVA_djvu.txt,34406,34408,Adi129,,"""ಕುಮಾರರೆ, ನಾನು ನನ್ನ ಶಕ್ತಿಯನ್ನು ಉಪಯೋಗಿಸಿ ಬಾವಿಯಲ್ಲಿಮುಳುಗಿ 
ಬಹು ಆಳವಾದ ಈ ಬಾವಿಯಿಂದಲೂ ಚೆಂಡನ್ನುಮತ್ತು ಉಂಗುರವನ್ನು ಎತ್ತಿಕೊಂಡು 
ಮೇಲೆ ಬರುತ್ತೇನೆ, ಎಲ್ಲರೂ ನೋಡಿರಿ'. ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V2L34411,MAHABHARATA-2-AADIPARVA_djvu.txt,34411,34411,Adi129,,ಸಂಭವಪರ್ವ -731- ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V2L34414,MAHABHARATA-2-AADIPARVA_djvu.txt,34414,34417,Adi129,,"ತದಾ ಕುಮಾರಾನವದತ್‌ ಸ ವಿಪ್ರೋ 
ಧಿಗಸ್ವಬಾಹ್ಯಾಂ ಭವತಾಂ ಪ್ರವೃತ್ತಿಮ್‌ । 
ಜಾತಾಃ ಕುಲೇ ಭರತಾನಾಂ ನ ವಿತ್ಮ 
ದಿವ್ಯಾನಿ ಚಾಸ್ಟ್ರಾಜಿ ಸುರಾರ್ಚಿತಾನಿ 11೨೮।॥ ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V2L34420,MAHABHARATA-2-AADIPARVA_djvu.txt,34420,34426,Adi129,,"ಆಗ ಕುಮಾರರಿಗೆ ದ್ರೋಣ ನುಡಿದ ""ಅಸ್ವವನ್ನು ಬಿಟ್ಟು ಪ್ರಯತ್ನಿಸುವ ನಿಮ್ಮ 
ಪ್ರವೃತ್ತಿಗೆ ಧಿಕ್ಕಾರ. ನೀವು ಭರತನ ವಂಶದಲ್ಲಿ ಹುಟ್ಟಿದ್ದೂ ದೇವತೆಗಳು ಪೂಜಿಸುವ 
ದಿವ್ಯ ಅಸ್ಪಶಸ್ಪಗಳನ್ನು ತಿಳಿದಿಲ್ಲ!' 
ಇತೀರಿತಾ ಅಸ್ಪವಿದಂ ಕುಮಾರಾ ವಿಜ್ಞಾಯ 
ವಿಪ್ರಂ ಸುರಪೂಜ್ಯಪೌತ್ರಮ್‌ । 
ಸಂಪ್ರಾರ್ಥಯಾಮಾಸುರಥೋದ್ವತಿಂ ಪ್ರತಿ 
ಪ್ರಧಾನಮುದ್ರಾಯುತಕಂದುಕಸ್ಯ 11೨೯1 ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V2L34429,MAHABHARATA-2-AADIPARVA_djvu.txt,34429,34431,Adi129,,"ದ್ರೋಣ ಹೀಗೆ ಹೇಳಿದಾಗ ಕುಮಾರರು ಅವನನ್ನು ಅಸ್ಪವೇತ್ತನಿರಬಹುದೆಂದು 
ತಿಳಿದು ಉತ್ತಮವಾದ ಉಂಗುರವನ್ನೂ ಚೆಂಡನ್ನೂ ಎತ್ತಿಕೊಡಲು ಅವನನ್ನೇ 
ಕೇಳಿಕೊಂಡರು. ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V2L34434,MAHABHARATA-2-AADIPARVA_djvu.txt,34434,34440,Adi129,,"ಸಚಾಶ್ವಿಷೀಕಾಭಿರಥೋತ್ತರೋತ್ತರಂ 
ಸಂಪ್ರಾಸ್ಯ ದಿವ್ಯಾಸಖಲೇನ ಕಂದುಕಮ್‌ । 
ಉದ ಕೃತ್ಯ ಮುದ್ರೋದ್ಧರಣಾರ್ಥಿನಃ ಪುನ 
ರ್ಜಗಾದ ಭುಕ್ತಿರ್ಮಮ ಕಲ್ಪತಾಮಿತಿ 11೩೦।॥ 
ದ್ರೋಣ ಬೇಗನೆ ದಿವ್ಯಾಸ್ತ್ರಬಲದಿಂದ ಹುಲ್ಲುಕಡ್ಡಿಗಳನ್ನು ಮೇಲಿಂದ ಮೇಲೆ 
ಎಸೆದು ಅವುಗಳ ಮೂಲಕ ಚೆಂಡನ್ನೆತ್ತಿದ. ಕುಮಾರರು ಪುನಃ ಉಂಗುರವನ್ನೂ ಎತ್ತಲು 
ಬೇಡಿದಾಗ ದ್ರೋಣ ""ನನಗೆ ಜೀವನೋಪಾಯದ ವ್ಯವಸ್ಥೆಮಾಡಿಕೊಡಿರಿ' ಎಂದ. ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V2L34443,MAHABHARATA-2-AADIPARVA_djvu.txt,34443,34445,Adi129,,"ಯಥೇಷ್ಟ ವಿತ್ತಾಶನಪಾನಮಸ್ಯ 
ಧರ್ಮಾತ್ಮಜಃ ಪ್ರತಿಜಜ್ಞೇ ಸುಶೀಘ್ರಮ್‌ । 
ತಥೈವ ತೇನೋದ್ಧತಮಂಗುಲೀಯಂ ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V2L34448,MAHABHARATA-2-AADIPARVA_djvu.txt,34448,34448,Adi129,,ತ್ರಿವರ್ಗಮುಖ್ಯಾತ್ಮಜವಾಕ್ಯತೋತನು HAO ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V2L34451,MAHABHARATA-2-AADIPARVA_djvu.txt,34451,34451,Adi129,,-732- ಮಹಾಭಾರತ ಆದಿಪರ್ವ ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V2L34454,MAHABHARATA-2-AADIPARVA_djvu.txt,34454,34456,Adi129,,"ಧರ್ಮರಾಜ ಬೇಗನೆ, ದ್ರೋಣನಿಗೆ ಯಥೇಚ್ಛಧನಸಂಪತ್ತನ್ನೂ ಅನ್ನಪಾನಗಳನ್ನೂ 
ವ್ಯವಸ್ಥೆಮಾಡಿಕೊಡುವೆನೆಂದು ಆಶ್ವಾಸನೆ ನೀಡಿದ. ಧರ್ಮರಾಜನು ಹೀಗೆ ಆಶ್ವಾಸನೆ 
ನೀಡಿದೊಡನೆ ದ್ರೋಣ ಉಂಗುರವನ್ನೂಹಾಗೇ ಎತ್ತಿಕೊಟ್ಟ. ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V2L34459,MAHABHARATA-2-AADIPARVA_djvu.txt,34459,34462,Adi129,,"ಪಪ್ರಚ್ಚುರೇನಂ ಸಹಿತಾ: ಕುಮಾರಾಃ 
ಕೋತಸೀತಿ ಸೋರಪ್ಯಾಹ ಪಿತಾಮಹೋ ವಃ । 
ವಕ್ತೇತಿ ತೇ ದುದ್ರುವುರಾಶು ಭೀಷ್ಮಂ 
ದ್ರೋಣೋ5ಯಮಿತ್ಯೇವ ಸ ತಾಂಸ್ತದೋಚೇ 11೩೨11 ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V2L34465,MAHABHARATA-2-AADIPARVA_djvu.txt,34465,34467,Adi129,,"ಆಗ ಕುಮಾರರೆಲ್ಲರೂ ಸೇರಿ ದ್ರೋಣನನ್ನುನೀವಾರೆಂದು ಕೇಳಿದರು. ದ್ರೋಣ 
ಹೇಳಿದ, ""ನಿಮ್ಮ ತಾತ ಹೇಳುತ್ತಾನೆ, ಕೇಳಿ. ""ಕುಮಾರರು ಬೇಗನೆ ತಾತನಾದ ಭೀಷ್ಮನ 
ಬಳಿಗೆ ಓಡಿದರು. ಆಗ ಭೀಷ್ಮಅವರಿಗೆ ""ಈತ ದ್ರೋಣ' ಎಂದ. ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V2L34470,MAHABHARATA-2-AADIPARVA_djvu.txt,34470,34473,Adi129,,"ನ ರಾಜಗೇಹಂ ಸ ಕದಾಚಿದೇತಿ 
ತೇನಾದೃಷ್ಟು ಸ ಕುಮಾರೈಃ ಪುರಾತಃ | ” 
ಭೀಷ್ಮೋ ವಿದ್ಯಾಸ್ತೇನ ಸಹೈವ ಚಿಂತಯ- 
ನ್ನಸಫ್ರಾಪ್ತಿಂ ತಸ್ಯ ಶುಶ್ರಾವ ರಾಮಾತ್‌ 11೩.೩1 ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V2L34476,MAHABHARATA-2-AADIPARVA_djvu.txt,34476,34479,Adi129,,"ದ್ರೋಣ ಎಂದೂ ಅರಮನೆಗೆ ಹೋಗುತ್ತಿರಲಿಲ್ಲ. ಅದರಿಂದ ಕುಮಾರರು ಹಿಂದೆ 
ಎಂದೂ ಅವನನ್ನು ಕಂಡಿರಲಿಲ್ಲ. ಆದರೆ ಭೀಷ್ಠದ್ರೋಣನೊಡನೆ ಶಾಸ್ವ್ರಾರ್ಥ ವಿಚಾರ 
ಮಾಡುತ್ತಿದ್ದವ. ದ್ರೋಣನಿಲ್ಲದಿದ್ದಾಗ ಅವನು ಪರಶುರಾಮನಿಂದ ಅಸ್ಪವಿದ್ಯೆ 
ಪಡೆಯುತ್ತಿದ್ದುದನ್ನು ಚಾರರ ಮೂಲಕ ಕೇಳಿ ತಿಳಿದಿದ್ದ. ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V2L34482,MAHABHARATA-2-AADIPARVA_djvu.txt,34482,34490,Adi129,,"ಶ್ರುತ್ನಾವೃದ್ಧಂ ಕೃಷ್ಣವರ್ಣಂ ದ್ವಿಜಂ ತಂ 
ಎಲವ ಲ ವ 
ಮಹಾಸ್ಪವಿದ್ಯಾಮಪಿ ತಾಂ ಮಹಾಮತಿಃ । 
ದ್ರೋಣಂ ಜ್ಞಾತ್ವಾ ತಸ್ಯ ಶಿಷ್ಯತ್ವ ಏತಾನ್‌ 
ಇಗ ವ ವ 
ದದೌ ಕುಮಾರಾಂಸ್ತತ್ರ ಗತ್ವಾ ಸ್ವಯಂ ಚ 11೩೪॥॥ 
ಮಹಾಜ್ಞಾನಿಯಾದ ಭೀಷ್ಮ ಆ ಬ್ರಾಹ್ಮಣ ಕಪ್ಪು ಬಣ್ಣದವ ವೃದ್ಧನೆಂದು ಕೇಳಿ, 
ಅವನ ಆ ಮಹಾ ಅಸ್ತವಿದ್ಯೆಯನ್ನೂ ಕೇಳಿ, ಆತ ದ್ರೋಣನೆ ಎಂದು ತಿಳಿದು, ತಾನೆ 
ಅಲ್ಲಿಗೆ ಹೋಗಿ ಕುಮಾರರನ್ನು ಅವನಲ್ಲಿ ವಿದ್ಯಾಭ್ಯಾಸಕ್ಕೆ ಒಪ್ಪಿಸಿಕೊಟ್ಟ. ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V2L34493,MAHABHARATA-2-AADIPARVA_djvu.txt,34493,34493,Adi129,,ಸಂಭವಪರ್ವ -733- ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V2L34496,MAHABHARATA-2-AADIPARVA_djvu.txt,34496,34496,Adi130,G22-S07,ನೂರಮೂವತ್ತನೆಯ ಅಧ್ಯಾಯ ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V2L34499,MAHABHARATA-2-AADIPARVA_djvu.txt,34499,34500,Adi130,G22-S07,"(ದ್ರೋಣ ಮತ್ತು ರಾಜಕುಮಾರರ ಸಮಾಗಮ, ದ್ರೋಣರ ಕೌಶಲ, ಭೀಷ್ಮರ 
ಆದೇಶದಂತೆ ಎಲ್ಲಾಕುಮಾರರಿಗೆ ದ್ರೋಣರಲ್ಲಿ ಶಿಷ್ಯವೃತ್ತಿ.) ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V2L34503,MAHABHARATA-2-AADIPARVA_djvu.txt,34503,34503,Adi130,G22-S07,ವೈಶಂಪಾಯನ: ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V2L34506,MAHABHARATA-2-AADIPARVA_djvu.txt,34506,34506,Adi130,G22-S07,ದ್ರೋಣಃ ಸಮುದಿತಾನ್‌ ದೃಷ್ಟ್ವಾ ಕುರೂನ್‌ ವೃತ್ತಿಪರೀಪುಯಾ । ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V2L34508,MAHABHARATA-2-AADIPARVA_djvu.txt,34508,34508,Adi130,G22-S07,ಆಜಗಾಮ ಮಹಾತೇಜಾ ವಿಪ್ರೋ ನಾಗಪುರಂ ಪ್ರತಿ [ell ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V2L34510,MAHABHARATA-2-AADIPARVA_djvu.txt,34510,34512,Adi130,G22-S07,"ಮಹಾತೇಜಸ್ಸಿಗಳಾದ ದ್ರೋಣರು ಕುರುದೇಶವು ಸಮೃದ್ಧವಾಗಿರುವುದನ್ನು 
ಗಮನಿಸಿ ಜೀವನವೃತ್ತಿಯನ್ನು ಪಡೆಯುವ ಉದ್ದೇಶದಿಂದ ನಾಗಪುರಕ್ಕೆ (ಹಸ್ತಿನಪುರಕ್ಕೆ) 
ಬಂದರು. ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V2L34514,MAHABHARATA-2-AADIPARVA_djvu.txt,34514,34514,Adi130,G22-S07,ಸ ತಥೋಕ್ಷಸ್ತಥಾ: ತೇನ ಸದಾರಃ ಪ್ರಾದ್ರವತ್‌ ಕುರೂನ್‌ । ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V2L34516,MAHABHARATA-2-AADIPARVA_djvu.txt,34516,34516,Adi130,G22-S07,ತಾಂ ಪ್ರತಿಜ್ಞಾಂ ಪ್ರತಿಜ್ಞಾಯ ಯಾಂ ಕರ್ತಾ ನಚಿರಾದಿವ TE ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V2L34518,MAHABHARATA-2-AADIPARVA_djvu.txt,34518,34520,Adi130,G22-S07,"ದ್ರುಪದನಿಂದ ಹಾಗೆ ಹೇಳಲ್ಪಟ್ಟದ್ರೋಣರು ಇನ್ನೊಬ್ಬರು ಮಾಡಲು ಸಾಧ್ಯವಲ್ಲದ 
ಪ್ರತಿಜ್ಞೆಯನ್ನು ಮನಸ್ಸಿನಲ್ಲಿಯೇ ಮಾಡಿ ಪತ್ನೀಸಹಿತರಾಗಿ ಶೀಘ್ರವಾಗಿ ಕುರುದೇಶಕ್ಕೆ 
ಬಂದರು. ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V2L34522,MAHABHARATA-2-AADIPARVA_djvu.txt,34522,34522,Adi130,G22-S07,ಭಾರದ್ವಾಜೋರವಸತ್‌ ತತ್ರ ಹ್ಯುಂಛೇನ ದ್ವಿಜಸತ್ತಮಃ । ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V2L34524,MAHABHARATA-2-AADIPARVA_djvu.txt,34524,34524,Adi130,G22-S07,ತತೋತಸ್ಯ ತನುಜಃ ಪಾರ್ಥಾನ್‌ ಕೃತಾಸ್ಟ್ರಾನಂತರಂ ಪ್ರಭೋ 11೩1 ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V2L34526,MAHABHARATA-2-AADIPARVA_djvu.txt,34526,34526,Adi130,G22-S07,ಶಸ್ತ್ರಾಣಿ ಶಿಕ್ಷಯಾಮಾಸ ನಾಬುಧ್ಯತ ಚ ತಂ ಜನಾಃ । ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V2L34528,MAHABHARATA-2-AADIPARVA_djvu.txt,34528,34528,Adi130,G22-S07,ಏವಂ ಸ ತತ್ರ ಗೂಢಾತ್ಮಾ ಕಂಚಿತ್ಕಾಲಮುವಾಸ ಹ ar ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V2L34530,MAHABHARATA-2-AADIPARVA_djvu.txt,34530,34531,Adi130,G22-S07,"ದ್ವಿಜಶ್ರೇಷ್ಠರಾದ ದ್ರೋಣರು ಅಲ್ಲಿಉಂಛವೃತ್ತಿಯಿಂದ ವಾಸಿಸಿದರು. ದ್ರೋಣರು 
ಅಸ್ಪಗಳನ್ನು ಉಪದೇಶಿಸಿದ ನಂತರ, ಅವರ ಮಕ್ಕಳಾದ ಅಶ್ವತ್ಯಾಮಾಚಾರ್ಯರು ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V2L34534,MAHABHARATA-2-AADIPARVA_djvu.txt,34534,34535,Adi130,G22-S07,"ಪಾಂಡವರಿಗೆ ವಿರಾಮವಿದ್ದಾಗ ಶಸ್ತ್ರಗಳನ್ನು ಕಲಿಸುತ್ತಿದ್ದರು. ಇದು ಬೇರೆ ಯಾರಿಗೂ 
ತಿಳಿಯಲಿಲ್ಲ. ಹೀಗೆ ದ್ರೋಣರು ಗೂಢವಾಗಿ ಅಲ್ಲಿಸ್ವಲ್ಪಕಾಲ ವಾಸಮಾಡಿದರು. ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V2L34538,MAHABHARATA-2-AADIPARVA_djvu.txt,34538,34538,Adi130,G22-S07,-734- ಮಹಾಭಾರತ ಆದಿಪರ್ವ ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V2L34541,MAHABHARATA-2-AADIPARVA_djvu.txt,34541,34542,Adi130,G22-S07,"ತತಃ ಕುಮಾರಾ ನಿಷ್ಠಮ್ಯ ಸಹಿತಾ ನಾಗಸಾಹ್ಹಯಾತ್‌ । 
ಕ್ರೀಡಂತೋ ವೀಡಯಾ ವೀರಾಃ ತತ್ರ ಪರ್ಯಚರನ್ಮುದಾ 11೫11 ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V2L34545,MAHABHARATA-2-AADIPARVA_djvu.txt,34545,34546,Adi130,G22-S07,"ಅಸಂತರ ಒಮ್ಮೆ ಕುಮಾರರು ಹಸ್ತಿನಪುರದಿಂದ ಹೊರಗೆ ಬಂದು ಚೆಂಡಿನಿಂದ 
ಆಟವಾಡುತ್ತಾ ವೀರರಾದ ಅವರು ಸಂತೋಷದಿಂದ ತಿರುಗಾಡಿದರು. ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V2L34549,MAHABHARATA-2-AADIPARVA_djvu.txt,34549,34550,Adi130,G22-S07,"ತೇಷಾಂ ಸಂಕ್ರೀಡಮಾನಾನಾಮುದಪಾನೇ5ಂಗುಲೀಯಕಮ್‌ । 
ಪಪಾತ ಧರ್ಮರಾಜಸ್ಯ ವೀಡಾ ತತ್ರೈವ ಚಾಪತತ್‌ WL ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
