chapter_id,subject,current_remaining_detail_or_uncertainty,status,detailed_register
Adi167,"(ಶರಣಾಗತರಾದ ಬಕಪರಿವಾರಕ್ಕೆ ಭೀಮನಿಂದ ಅಭಯದಾನ ಮತ್ತು ನಿಯಮ ಬಂಧನ, ಪುನಃ ಕೆಲವು ಕಾಲ ಏಕಚಕ್ರನಗರದಲ್ಲಿವಾಸ )","Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi168,"(ಪಾಂಡವರು ವಾಸವಾಗಿದ್ದಮನೆಗೆ ಒಬ್ಬಬ್ರಾಹ್ಮಣನ ಪ್ರವೇಶ, ದ್ರೌಪದಿಯ ಸ್ವಯಂವರವನ್ನುಪ್ರಸ್ತಾಪಿಸಿ ಅವನಿಂದ ಧೃಷ್ಟದ್ಯುಮ್ನ ದ್ರೌಪದಿಯರ ಜನನ ಕಥನ.)","Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi169,(ಜತುಗೃಹದಲ್ಲಿ ಪಾಂಡವರ ದಾಹವನ್ನು ಕೇಳಿ ದ್ರುಪದನ ವಿಷಾದ ಮತ್ತು ಅರ್ಜುನನ ಬಗ್ಗೆ ಚಿಂತೆ),"Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi170,(ಬ್ರಾಹ್ಮಣನಿಂದ ಪಾಂಡವರಿಗೆ ದ್ರುಪದನ ಪುರೋಹಿತರ ಸಮಾಧಾನ ವಚನಗಳ ಕಥನ. ಮತ್ತು ಸಯಂವರ ಘೋಷಣೆಯ ಸೂಚನೆಯ ಕಥನ.),"Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi171,(ಬ್ರಾಹ್ಮಣರ ಜೊತೆಯಲ್ಲಿಪಾಂಚಾಲನಗರವನ್ನುಕುರಿತು ಪಾಂಡವರ ಗಮನ. ವ್ಯಾಸರ ಆಶ್ವಾಸನ ಮತ್ತು ಬ್ರಾಹ್ಮಣರ ಸಂವಾದ),"Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi172,"(ಅರ್ಧರಾತ್ರಿಯಲ್ಲಿ ಪಾಂಡವರ ಗಂಗಾಪ್ರಾಪ್ತಿ. ಚಿತ್ರರಥಗಂಧರ್ವನ ಜೊತೆಯಲ್ಲಿಅರ್ಜುನನ ಯುದ್ಧ, ಚಿತ್ರರಥನ ಪರಾಜಯ. ಆಗ್ನೇಯಾಸ್ವವನ್ನು ಕೊಟ್ಟು ಗಂಧರ್ವನಿಂದ ಅರ್ಜುನನ ಗಾಂಧರ್ವಾಸ್ತಗ್ರಹಣ)","Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi173,(ಬ್ರಾಹ್ಮಣ ಪುರಸ್ಕಾರವಿಲ್ಲದಿರುವುದು ಧರ್ಷಣಕ್ಕೆ ಕಾರಣ ಎಂದು ಹೇಳಿ ಪುರೋಹಿತರನ್ನುಸಂಪಾದಿಸಲು ಗಂಧರ್ವನಿಂದ ಸೂಚನೆ.),"Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi174,"(ತಾಪತ್ಯೋಪಾಖ್ಯಾನ, ತಪತೀ ಮತ್ತು ಸಂವರಣರ ಸಮಾಗಮ. ಸಂವರಣನ ವಚನಗಳು, ತಪತಿಯ ಅಂತರ್ಧಾನ.)","Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi175,(ಭೂಮಿಯ ಮೇಲೆ ಬಿದ್ದ ಸಂವರಣನ ಬಳಿಗೆ ತಪತಿಯ ಆಗಮನ ಮತ್ತು ಅವರ ಸಂವಾದ),"Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi176,"(ತಪತಿಯ ಅಂತರ್ಧಾನ, ಸಂವರಣನ ವಿಲಾಪ ಮತ್ತು ಮೂರ್ಛೆ, ಮಂತ್ರಿಯಿಂದ ಸಮಾಧಾನ, ಸಂವರಣನ ತಪಸ್ಸು, ವಸಿಷ್ಠರ ಆಗಮನ)","Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi177,"(ಸೂರ್ಯನಿಂದ ತಪತಿಯನ್ನು ತಂದು ಸಂವರಣನ ಜೊತೆಯಲ್ಲಿ ವಿವಾಹ. ರಾಜನು ವನದಲ್ಲಿಯೇ ವಿಹರಿಸುತ್ತಿರಲು ರಾಜ್ಯದಲ್ಲಿ ಅನಾವೃಷ್ಟಿ. ವಸಿಷ್ಠರಿಂದ ರಾಜನ ಆನಯನ, ಸುಭಿಕ್ಷೆ.)","Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi178,"(ಗಂಧರ್ವನಿಂದ ವಿಶ್ವಾಮಿತ್ರೋಪಾಖ್ಯಾನ ಕಥನ. ವಸಿಷ್ಠ ವಿಶ್ವಾಮಿತ್ರರ ವಿರೋಧ, ವಿಶ್ವಾಮಿತ್ರರ ಪರಾಜಯ, ತಪಸಿನಲ್ಲಿನಿಷ್ಠೆ.)","Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi179,"(ವಸಿಷ್ಠ ವಿಶ್ವಾಮಿತ್ರರ ವಿರೋಧದ ವಿಸ್ತಾರ, ಕಲ್ಮಾಷಪಾದನ ಕಥೆ, ರಾಕ್ಟಸಾವಿಷ್ಣನಾದ ಕಲ್ಲಾಷಪಾದನಿಂದ ವಸಿಷ್ಠರ ಎಲ್ಲಾಮಕ್ಕಳ ಭಕ್ಷಣ. ಆತ್ಮಹತ್ಯೆಯನ್ನು ಮಾಡಿಕೊಳ್ಳಲು ವಸಿಷ್ಠರ ವಿಫಲ ಪ್ರಯತ್ನಗಳು.)","Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi180,(ಪುನಃ ಆತ್ಮಹತ್ಯೆಗೆ ವಸಿಷ್ಠರ ವಿಫಲ ಪ್ರಯತ್ನಗಳು. ಅದೃಶ್ಯಂತಿಯ ಜೊತೆಯಲ್ಲಿ ಸಂವಾದ. ಆಶ್ರಮಕ್ಕೆ ಪ್ರತಿನಿವೃತ್ತಿ. ಕಲ್ಲಾಷಪಾದನನ್ನು ರಾಕ್ಟಸನಿಂದ ವಿಮೋಚನೆಗೊಳಿಸಿ ಮದಯಂತಿಯಲ್ಲಿಪುತ್ರೋತ್ಟಾದನೆ),"Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi181,(ಆಶ್ರಮದಲ್ಲಿ ಪರಾಶರರ ಜನನ. ವಸಿಷ್ಠರಿಂದ ಅವರ ಸಾಂತ್ವನ ಕಾರ್ತವೀರ್ಯನ ವಂಶಸ್ಥರಿಂದ ಭೃಗುಕುಲದ ವಧೆ. ಔರ್ವರ ಜನ್ಮ. ಮತ್ತು ಕ್ಷತ್ರಿಯರ ಅಂಧತ್ವ .),"Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi182,"(ಔರ್ವರ ಅನುಗ್ರಹದಿಂದ ಕ್ಷತ್ರಿಯರಿಗೆ ದೃಷ್ಟಿಪ್ರಾಪ್ತಿ. ಲೋಕವಿನಾಶಕ್ಕಾಗಿ ಔರ್ವರ ತಪಸ್ಸು. ಪಿತ್ಛಗಳ ಮಾತಿನಂತೆ ತಪಸ್ಸನ್ನುನಿಲ್ಲಿಸಿ, ಸಮುದ್ರದಲ್ಲಿಕ್ರೋಧಾಗ್ನಿಯ ವಿಸರ್ಜನೆ. ಪರಾಶರರು ಮಾಡಿದ ರಾಕ್ಷಸ ಸತ್ರ.)","Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi183,(ಸೌದಾಸನು ತನ್ನ ಭಾರ್ಯೆಯಲ್ಲಿವಸಿಷ್ಠರನ್ನು ನಿಯೋಜಿಸಲು ಬ್ರಾಹ್ಮಣಿಯ ಶಾಪ ಮೊದಲಾದ ವೃತ್ತಾಂತ ಕಥನ.),"Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi184,"(ಗಂಧರ್ವವಚನದಂತೆ ಪಾಂಡವರಿಂದ ಧೌಮ್ಯರ ವರಣ, ಪಾಂಡವರ ಮತ್ತು ಧೌಮ್ಯರ ಹರ್ಷ. ಜೊತೆಯಲ್ಲಿಪಾಂಚಾಲದೇಶಕ್ಕೆ ಗಮನ.)","Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi185,(ಸ್ವಯಂವರಕ್ಕಾಗಿ ಪಾಂಡವರ ಮತ್ತು ಉಳಿದ ರಾಜರ ದ್ರುಪದಪುರಪ್ರವೇಶ. ಧೃಷ್ಟದ್ಯುಮ್ನನಿಂದ ಸ್ವಯಂವರದ ಘೋಷಣೆ.),"Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi186,"(ಧೃಷ್ಟದ್ಯುಮ್ನನಿಂದ ತಂಗಿಗೆ ಬಂದ ರಾಜರ ಪರಿಚಯ, ಸ್ಪರ್ಧೆಯಿಂದ ಲಕ್ಷ 6ವೇಧವನ್ನು ಮಾಡಲು ಪ್ರಯತ್ನಿಸಿದ ರಾಜರ ವೈಫಲ್ಯ, ಪಾಂಡವರನ್ನು ನೋಡಿ ಕೃಷ್ಣನ ಹರ್ಷ, ಅರ್ಜುನನ ಧನುಸಮೀಪ ಗಮನ)","Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi187,"(ಬ್ರಾಹ್ಮಣರು ಅನೇಕ ರೀತಿಯಲ್ಲಿ ಮಾತನಾಡುತ್ತಿರಲು ಅರ್ಜುನನಿಂದ ಲಕ್ಷ್ಯವೇಧ, ಬ್ರಾಹ್ಮಣರ ಹರ್ಷ, ದ್ರೌಪದಿಯಿಂದ ಮಾಲಾರ್ಪಣೆ)","Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi188,"(ರಾಜರ ಕ್ಲೋಭೆ, ದ್ರುಪದನನ್ನು ಕೊಲ್ಲಲು ಪ್ರಯತ್ನ. ಭೀಮಸೇನನ ಸ್ಥೈರ್ಯ, ಕೃಷ್ಣನಿಂದ ಬಲರಾಮನಿಗೆ ಪಾಂಡವರ ಪ್ರತ್ಯೇಕ ಪರಿಚಯ.)","Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi189,"(ಕರ್ಣಾರ್ಜುನರ, ಭೀಮಶಲ್ಯರ, ಧರ್ಮರಾಜ ಸುಯೋಧನರ, ದ್ವಂದ್ವ ಯುದ್ಧ, ಕರ್ಣಾದಿಗಳ ಪರಾಜಯ, ಪಶ್ಚಾತ್‌ನಿವೃತ್ತಿ, ಭೀಮಾರ್ಜುನರಿಂದ ದ್ರೌಪದಿಯನ್ನುಕರೆದುಕೊಂಡು ಕುಂತಿಯ ಸಮೀಪಗಮನ)","Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi190,"(ಭೀಮಾರ್ಜುನರಿಂದ ಕುಂತಿಗೆ ದ್ರೌಪದಿಯ ನಿವೇದನೆ, ಕುಂತಿಯ ವಾಕ್ಯ, ಪಾಂಡವರ ದಿಗ್ಮಮೆ. ಐವರಿಗೂ ಪತ್ನಿಯೆಂಬ ಯುಧಿಷ್ಠಿರನ ನಿಶ್ಚಯ. ಕೃಷ್ಣಬಲರಾಮರ ಆಗಮನ ಮತ್ತು ಕುಶಲ ಪ್ರಶ್ನೆ.)","Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi191,"(ಧೃಷ್ಟದ್ಯುಮ್ನನಿಂದ ದ್ರೌಪದಿಯನ್ನು ಹಿಂಬಾಲಿಸಿ ಪಾಂಡವರ ಪರೀಕ್ಷಣ, ದ್ರುಪದನ ಬಳಿಗೆ ಪುನರಾಗಮನ)","Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi192,"(ದೃಷ್ಟದ್ಯುಮನಿಂದ ರಾತ್ರಿಯ ವೃತ್ತಾಂತದ ಕಥನ, ದ್ರುಪದನಿಂದ ಧರ್ಮರಾಜನ ಬಳಿಗೆ ಪುರೋಹಿತನ ಪ್ರೇಷಣ, ಧರ್ಮರಾಜ ಮತ್ತು ಪುರೋಹಿತನ ಸಂವಾದ)","Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi193,(ದ್ರುಪದನಿಂದ ಪಾಂಡವರ ಪರೀಕ್ಷೆ ಅವರು ಕ್ಚತ್ರಿಯರೆಂದು ನಿರ್ಧಾರ),"Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi194,"(ಧರ್ಮರಾಜನಿಂದ ತಾವು ಪಾಂಡುಪುತ್ರರೆಂದು ಕಥನ, ದ್ರುಪದನ ಹರ್ಷ, ಐದು ಜನರಿಗೆ ದ್ರೌಪದಿಯನ್ನು ಕೊಡಲು ಅಸಂತೋಷ)","Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi195,"(ವ್ಯಾಸರನ್ನು ಕುರಿತು ದ್ರುಪದನ ಪ್ರಶ್ನೆ ಧರ್ಮರಾಜ ಮತ್ತು ಕುಂತಿಯ ವಚನಗಳು, ವ್ಯಾಸರಿಂದ ದ್ರುಪದನಿಗೆ ಏಕಾಂತದಲ್ಲಿ ಉಪದೇಶ)","Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi196,(ವ್ಯಾಸರಿಂದ ಪಂಚಕನ್ಯೋಪಾಖ್ಯಾನ ಪ್ರಾರಂಭ. ಅದರಲ್ಲಿ ನಾಳಾಯನಿಯ ಜನ್ಮ. ಅನಂತರ ಪತಿಸೇವೆಯಿಂದ ನಾಳಾಯನಿಯ ವರಸ್ವೀಕಾರ. ಅನಂತರ ಇಂದ್ರಸೇನೆಯ ಜನ್ಮ. ರುದ್ರದೇವರಿಂದ ಪಂಚಪತ್ನೀತ್ವವರಸ್ವೀಕಾರ.),"Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi197,"(ಪಂಚೇಂದ್ರೋಪಾಖ್ಯಾನ - ದೇವತೆಗಳ ಸತ್ರದಲ್ಲಿ ಬ್ರಹ್ಮದೇವರ ವಾಕ್ಯವನ್ನು ಕೇಳಿ ದೇವತೆಗಳಿಂದ ಗಂಗಾಸಮೀಪ ಗಮನ, ಅಲ್ಲಿ ಅಳುತ್ತಿರುವ ವನಿತೆಯ ದರ್ಶನ, ಅವಳನ್ನು ಕರೆದುಕೊಂಡು ರುದ್ರಸಮೀಪಕ್ಕೆ ಗಮನ, ರುದ್ರ ಮತ್ತು ಇಂದ್ರರ ಸಂವಾದ, ರುದ್ರನಿಂದ ಇಂದ್ರನ ನಿಂದೆ, ವ್ಯಾಸರಿಂದ ದ್ರುಪದನಿಗೆ ದಿವ್ಯದೃಷ್ಟಿಯನ್ನು ಕೊಟ್ಟು ಪಂಚೇಂದ್ರರ ಮತ್ತು ಅವರ ಸಮೀಪದಲ್ಲಿ ದ್ರೌಪದಿಯ ದರ್ಶನ, ದ್ರುಪದನ ಸಮಾಧಾನ ಮತ್ತು ಹರ್ಷ)","Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi198,"(ವ್ಯಾಸರಿಂದ ದ್ರೌಪದಿಯ ದೇವತಾಂಶತ್ವಸಮರ್ಥನೆ. ದ್ರುಪದನಿಂದ ವ್ಯಾಸರ ಅಭಿಪ್ರಾಯದ ಅಂಗೀಕಾರ, ವಿವಾಹ, ಉಡುಗೊರೆಗಳು ಮತ್ತು ಎಲ್ಲರ ಹರ್ಷ.)","Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi199,(ದ್ರೌಪದಿಗೆ ಕುಂತಿಯ ಆಶೀರ್ವಾದ. ಕೃಷ್ಣನು ಕಳುಹಿಸಿದ ಉಡುಗೊರೆಗಳು.),"Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi200,"(ಚಾರರಿಂದ ಪಾಂಡವರು ದ್ರೌಪದಿಯನ್ನುಗೆದ್ದರೆಂದು ಸರ್ವತ್ರ ಪ್ರಚಾರ. ಕೆಲವು ರಾಜರ ಹರ್ಷ, ದುರ್ಯೋಧನಾದಿಗಳ ಅಸೂಯೆ, ಶಕುನಿಯ ದುರ್ನೀತಿ ಮತ್ತು ಭೂರಿಶ್ರವನ ಹಿತವಚನ)","Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi201,"(ಅಭಿಯಾನ ಮಾಡಲು ಕರ್ಣನ ಆಗ್ರಹ, ಅಭಿಯಾನ. ದುರ್ಯೋಧನಾದಿಗಳ ಪರಾಜಯ, ಪ್ರತಿನಿವೃತ್ತಿ, ಕೃಷ್ಣನಿಂದ ಚತುರಂಗಬಲ ಪ್ರೇಷಣ.)","Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi202,"(ಸ್ವಯಂವರದಿಂದ ಹಿಂದಿರುಗಿದ ದುರ್ಯೋಧನಾದಿಗಳ ವಿಷಾದ, ವಿದುರನಿಂದ ಧೃತರಾಷ್ಟ್ರನಿಗೆ ವೃತ್ತಾಂತ ಕಥನ, ದುರ್ಯೋಧನಾದಿಗಳಿಂದ ದುರ್ಮಂತ್ರಣ.)","Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi203,"(ಕರ್ಣನ ಸಲಹೆ, ವಿಕ್ರಮವನ್ನು ಮಾಡಲು ಉಪದೇಶ, ಧೃತರಾಷ್ಟ ಸಂದಿಗ್ಧ ಮನಸ್ಥಿತಿ)","Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi204,"(ಮಂತ್ರಿಗಳ ಎದುರಿನಲ್ಲಿದುರ್ಯೋಧನನಿಗೆ ಭೀಷ್ಠರ ಹಿತವಚನ, ಪಾಂಡವರಿಗೆ ಅರ್ಧರಾಜ್ಯವನ್ನುಕೊಡಲು ನಿರ್ಬಂಧ)","Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi205,(ದ್ರೋಣರ ಹಿತವಚನ ಮತ್ತು ಕರ್ಣನ ವಿರೋಧ),"Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi206,(ವಿದುರನ ಹಿತವಚನ),"Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi207,(ಪಾಂಡವರನ್ನು ತರಲು ಪಾಂಚಾಲದೇಶಕ್ಕೆ ವಿದುರನ ಪ್ರಯಾಣ. ಅಲ್ಲಿಅವನ ಮಧುರವಚನಗಳು),"Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi208,"(ಹಸ್ತಿನಪುರಕ್ಕೆ ಪಾಂಡವರ ಆಗಮನ, ಪೌರರ ಹರ್ಷ.)","Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi209,"(ಧೃತರಾಷ್ಟ್ರನಿಂದ ಧರ್ಮರಾಜನಿಗೆ ಅಭಿಷೇಕ, ಖಾಂಡವಪ್ಪಸ್ಥಕ್ಕೆ ಹೋಗಲು ಆದೇಶ, ವೇದವ್ಯಾಸರ ಮತ್ತು ಯಾದವಕೃಷ್ಣನ ಜೊತೆಯಲ್ಲಿ ಖಾಂಡವಪ್ರಸ್ಥಪ್ರವೇಶ. ವಿಶ್ಷಕರ್ಮನಿಂದ ನಗರ ನಿರ್ಮಾಣ ಮತ್ತು ಕೃಷ್ಣನ ಪ್ರಯಾಣ.)","Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi210,"(ಇಂದ್ರಪ್ರಸ್ಥದಲ್ಲಿ ಪಾಂಡವರ ರಾಜ್ಯಭಾರ, ನಾರದರ ಆಗಮನ, ಅವರ ಜ್ಞಾನದ ಆಗಾಧತೆ, ಸುಂದೋಷಸುಂದರ ಉಲ್ಲೇಖ.)","Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi211,"(ಹಿರಣ್ಯಕಶಿಪುವಿನವ ವಂಶದಲ್ಲಿಸುಂದೋಪಸುಂದರ ಜನನ, ಬ್ರಹ್ಮದೇವರ  ಕುರಿತು ತಪಸ್ಸುಮತ್ತು ವರಪ್ರಾಪ್ತಿ.)","Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi212,"(ಸುಂದೋಪಸುಂದರಿಂದ ಸರ್ಗಾದಿಜಯ, ಯಷಿಗಳ ವಧೆ, ಭೂಮಿಯ ಉಗ್ರರೂಪತೆ.)","Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi213,(ದೇವತೆಗಳಿಂದ ಬ್ರಹ್ಮದೇವರ ಬಳಿಯಲ್ಲಿ ದೂರು. ಬ್ರಹ್ಮದೇವರಿಂದ ವಿಶಕರ್ಮನಿಗೆ ತಿಲೋತ್ತಮೆಯನ್ನು ನಿರ್ಮಿಸಲು ಆದೇಶ. ತಿಲೋತ್ತಮೆಯ ಸೌಂದರ್ಯ.),"Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
