reading_order,scene_id,keyframe_id,title_kn,source_refs,image_prompt,negative_prompt,motion_direction,sound_cue,continuity,character_reference_files,location_reference_file,generated_still_file,generator_and_version,generation_settings,native_width,native_height,upscale_history,still_review,recording_take,actual_voice_seconds,additional_shot_ids_after_read,selected_motion_clip,clip_in,clip_out,caption_file,music_source,sfx_source,master_width,master_height,master_fps,final_master_file,delivery_review
336,I3-S01,I3-S01-KF01,ಶಿಕ್ಷಣದ ಕೊನೆಯಿಂದ ಹೊಸ ಆರಂಭ,MAHABHARATA-3-AADIPARVA_djvu.txt lines 1–106; MAHABHARATA-3-AADIPARVA_djvu.txt lines 668–811,"Quiet ancient Indian archery grove, a weathered wooden target bird tied high among dense branches, bow and quiver resting at bottom-right against a tree, morning sun picking out the small target through leaves,35mm lens with deep readable spatial geography, warm bark textures and emerald canopy, no floating arrows, no spectacular magical light. Delivery target3840x2160,16:9. Cinematic naturalism, coherent anatomy, no generated text, no watermarks.","No generated letters, logos, watermarks, extra limbs, duplicate faces, deformed hands, plastic costumes, unrelated architecture, sexualized framing or graphic gore. Preserve original character references, age and scene continuity. For an editorial or publication scene, permit the modern book or archive props explicitly requested; do not project them into ancient story scenes.","Rack focus from bow to distant target. A single held breath, forest insects; no battle drums.",Room tone and one low tanpura note under clear Kannada narration; follow the detailed audio cue in the motion direction. No triumphant drums.,"Documentary framing; all illustration choices are visual interpretation, no historical-photo claim.",,,,,,,,,not_generated,,,,,,,,,,3840,2160,24,,not_rendered
337,I3-S02,I3-S02-KF01,ಕೀರ್ತಿಯ ಜೊತೆಗೆ ನೆರಳು,MAHABHARATA-3-AADIPARVA_djvu.txt lines 107–667,"Dusk forest path leading away from a distant palace silhouette, five adult male silhouettes and one older woman walking as a compact family group, rear view only to avoid premature face mismatch, simple travel cloth and carefully distinct heights, damp leaves reflecting fading gold,35mm lens, calm urgency, dense layered woodland, faint smoke far behind without a visible burning victim, no extra people. Delivery target3840x2160,16:9. Cinematic naturalism, coherent anatomy, no generated text, no watermarks.","No generated letters, logos, watermarks, extra limbs, duplicate faces, deformed hands, plastic costumes, unrelated architecture, sexualized framing or graphic gore. Preserve original character references, age and scene continuity. For an editorial or publication scene, permit the modern book or archive props explicitly requested; do not project them into ancient story scenes.",Slow tracking from behind. Maintain exactly six travellers; no changes in count through the shot. Wind replaces courtyard ambience.,Room tone and one low tanpura note under clear Kannada narration; follow the detailed audio cue in the motion direction. No triumphant drums.,"Documentary framing; all illustration choices are visual interpretation, no historical-photo claim.",,,,,,,,,not_generated,,,,,,,,,,3840,2160,24,,not_rendered
338,I3-S03,I3-S03-KF01,ಪಂಚಾಲದ ಕಡೆಗೆ,MAHABHARATA-3-AADIPARVA_djvu.txt lines 107–667; MAHABHARATA-3-AADIPARVA_djvu.txt lines 615–658,"Royal Panchala ceremonial pavilion prepared for a wedding, marigold and jasmine garlands in restrained abundance, brass lamps and woven silk canopies, late-afternoon sunlight across red earth and polished timber, an empty central sacred-fire enclosure awaiting the ceremony,35mm wide lens, sumptuous but plausible Indian craftsmanship, clean composition, no brides or grooms invented in the introduction, no printed signage. Delivery target3840x2160,16:9. Cinematic naturalism, coherent anatomy, no generated text, no watermarks.","No generated letters, logos, watermarks, extra limbs, duplicate faces, deformed hands, plastic costumes, unrelated architecture, sexualized framing or graphic gore. Preserve original character references, age and scene continuity. For an editorial or publication scene, permit the modern book or archive props explicitly requested; do not project them into ancient story scenes.",Slow tilt from flower garlands to the ceremonial space. End on warm bells and a clean cut into the first Volume3 scene.,Room tone and one low tanpura note under clear Kannada narration; follow the detailed audio cue in the motion direction. No triumphant drums.,"Documentary framing; all illustration choices are visual interpretation, no historical-photo claim.",,,,,,,,,not_generated,,,,,,,,,,3840,2160,24,,not_rendered
339,FF03-S01,FF03-S01-KF01,ಮೂರನೆಯ ಸಂಪುಟದ ಪರಿಚಯ,MAHABHARATA-3-AADIPARVA_djvu.txt lines 1–106,"Third unlettered matching volume open at a clearly separated commentary insert, a practice bow in distant soft focus beyond the library doorway,65mm frame, warm morning light, no readable letters, visual bridge from book to training. 16:9composition for3840x2160delivery, cinematic naturalism, high-detail Indian wood/stone/cloth textures, anatomically coherent hands, clean depth separation, restrained rich colour, no generated text, no watermark, no pseudo-Sanskrit. Illustrative documentary image, not an authentic historical photograph.","No generated letters, logos, watermarks, extra limbs, duplicate faces, deformed hands, plastic costumes, unrelated architecture, sexualized framing or graphic gore. Preserve original character references, age and scene continuity. For an editorial or publication scene, permit the modern book or archive props explicitly requested; do not project them into ancient story scenes.",Slow restrained push or a locked frame; let the explanation determine cut points. Do not animate manuscript letters.,"Warm clear Kannada documentary narration, low natural room or environmental ambience, music kept below every name and key distinction.","Book-paratext explanation, not an event inside the Mahabharata story. Preserve attribution to this edition; add any verified labels in post.",,,,,,,,,not_generated,,,,,,,,,,3840,2160,24,,not_rendered
340,FF03-S02,FF03-S02-KF01,ಪರೀಕ್ಷೆಯಿಂದ ದ್ರೌಪದಿಯ ವಿವಾಹದವರೆಗೆ,MAHABHARATA-3-AADIPARVA_djvu.txt lines 107–667,"A coherent journey landscape with a forest path leading toward a distant Panchala ceremonial city gate, six rear-view travellers at the far edge only,28mm wide frame, warm dusk and layered greens, no miniature collage of every episode, clear single direction of travel. 16:9composition for3840x2160delivery, cinematic naturalism, high-detail Indian wood/stone/cloth textures, anatomically coherent hands, clean depth separation, restrained rich colour, no generated text, no watermark, no pseudo-Sanskrit. Illustrative documentary image, not an authentic historical photograph.","No generated letters, logos, watermarks, extra limbs, duplicate faces, deformed hands, plastic costumes, unrelated architecture, sexualized framing or graphic gore. Preserve original character references, age and scene continuity. For an editorial or publication scene, permit the modern book or archive props explicitly requested; do not project them into ancient story scenes.",Slow restrained push or a locked frame; let the explanation determine cut points. Do not animate manuscript letters.,"Warm clear Kannada documentary narration, low natural room or environmental ambience, music kept below every name and key distinction.","Book-paratext explanation, not an event inside the Mahabharata story. Preserve attribution to this edition; add any verified labels in post.",,,,,,,,,not_generated,,,,,,,,,,3840,2160,24,,not_rendered
341,FF03-S03,FF03-S03-KF01,ದ್ರೋಣರ ವಾಗ್ದಾನ ಮತ್ತು ಅರ್ಜುನನ ಸಿದ್ಧತೆ,MAHABHARATA-3-AADIPARVA_djvu.txt lines 668–811,"Adult teacher Drona and adolescent Arjuna at a safe archery lesson in a grove, bow lowered and no arrow aimed at a person, teacher calmly indicating a distant practice target,50mm eye-level frame, filtered morning light, approved age-appropriate reference faces and fully clothed students, no combat injury. 16:9composition for3840x2160delivery, cinematic naturalism, high-detail Indian wood/stone/cloth textures, anatomically coherent hands, clean depth separation, restrained rich colour, no generated text, no watermark, no pseudo-Sanskrit. Illustrative documentary image, not an authentic historical photograph.","No generated letters, logos, watermarks, extra limbs, duplicate faces, deformed hands, plastic costumes, unrelated architecture, sexualized framing or graphic gore. Preserve original character references, age and scene continuity. For an editorial or publication scene, permit the modern book or archive props explicitly requested; do not project them into ancient story scenes.",Slow restrained push or a locked frame; let the explanation determine cut points. Do not animate manuscript letters.,"Warm clear Kannada documentary narration, low natural room or environmental ambience, music kept below every name and key distinction.","Book-paratext explanation, not an event inside the Mahabharata story. Preserve attribution to this edition; add any verified labels in post.",,,,,,,,,not_generated,,,,,,,,,,3840,2160,24,,not_rendered
342,G23-S01,G23-S01-KF01,ಒಂದೇ ಗುರಿ,MAHABHARATA-3-AADIPARVA_djvu.txt lines 812–1060,"A training clearing beneath a broad tree in dry morning light. Young adult Arjuna holds a properly strung simple bow, Drona stands just behind his shoulder, other princes wait farther back. A small artificial bird is tied high to one branch. Compose along the archer’s sight line toward the wooden bird’s head; no living animal harmed. Cinematic painterly realism for a 3840 by 2160 UHD 16:9 production; credible skin, woven natural-dye cloth, carved timber and weathered stone. Layer foreground, human action and distant environment. Restrained colors, motivated natural light, tangible atmosphere, expressive dignified faces. Original cast, consistent facial reference and costume across shots; visual interpretation of epic literature, not a claim of archaeological reconstruction. No lettering in the image.","No modern objects, plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark, captions or generated text. Do not impose later sectarian forehead marks on every ancient person.","Slow, restrained push toward the active speaker; keep identities and screen direction fixed.",Natural location ambience under clear Kannada voice; lower score during dialogue.,"Use the same youthful Arjuna from the training arc. Target is an artificial bird and the source says head, not eye.",,,,,,,,,not_generated,,,,,,,,,,3840,2160,24,,not_rendered
343,G23-S02,G23-S02-KF01,ನದಿಯಲ್ಲಿನ ಪರೀಕ್ಷೆ,MAHABHARATA-3-AADIPARVA_djvu.txt lines 1061–1174,"Ganga bank with pale reeds bending over reflective water. Drona is caught in shallow water near the bank; Arjuna plants his feet on firm wet sand and aims downward while the other students react behind him. Frame the rescue before impact, with disturbed water concealing injury. Keep the riverbank geography easy to understand. Cinematic painterly realism for a 3840 by 2160 UHD 16:9 production; credible skin, woven natural-dye cloth, carved timber and weathered stone. Layer foreground, human action and distant environment. Restrained colors, motivated natural light, tangible atmosphere, expressive dignified faces. Original cast, consistent facial reference and costume across shots; visual interpretation of epic literature, not a claim of archaeological reconstruction. No lettering in the image.","No modern objects, plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark, captions or generated text. Do not impose later sectarian forehead marks on every ancient person.","Slow, restrained push toward the active speaker; keep identities and screen direction fixed.","Water disturbance, a brief bowstring sequence, then silence under the weapon instruction.","Carry the established faces, age, clothing, props and time of day into the next shot.",,,,,,,,,not_generated,,,,,,,,,,3840,2160,24,,not_rendered
344,G23-S03,G23-S03-KF01,ಹಸ್ತಿನಾಪುರದ ರಂಗಭೂಮಿ,MAHABHARATA-3-AADIPARVA_djvu.txt lines 1280–1742,"Wide royal exhibition arena built from timber stands and packed earth, with shaded spectator galleries and distant river haze. Adult elders sit together above the ring; Gandhari has her established blindfold, Dhritarashtra listens beside a describing attendant. Bhima and Duryodhana enter opposite sides carrying consistent maces. Show an excited, varied crowd without identical faces. Cinematic painterly realism for a 3840 by 2160 UHD 16:9 production; credible skin, woven natural-dye cloth, carved timber and weathered stone. Layer foreground, human action and distant environment. Restrained colors, motivated natural light, tangible atmosphere, expressive dignified faces. Original cast, consistent facial reference and costume across shots; visual interpretation of epic literature, not a claim of archaeological reconstruction. No lettering in the image.","No modern objects, plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark, captions or generated text. Do not impose later sectarian forehead marks on every ancient person.","Slow, restrained push toward the active speaker; keep identities and screen direction fixed.",Natural location ambience under clear Kannada voice; lower score during dialogue.,"Carry the established faces, age, clothing, props and time of day into the next shot.",,,,,,,,,not_generated,,,,,,,,,,3840,2160,24,,not_rendered
345,G23-S04,G23-S04-KF01,ಪ್ರದರ್ಶನವು ವೈರವಾಯಿತೆ,MAHABHARATA-3-AADIPARVA_djvu.txt lines 1743–2131,"Arena at the same afternoon hour. Ashwatthama steps decisively between two mace fighters, one hand lifted to halt them; weapons are separated and spectators lean forward behind a rope barrier. Use a grounded medium-wide composition with clear distances. Dust settles between the men. This is a halted contest, not a battlefield. Cinematic painterly realism for a 3840 by 2160 UHD 16:9 production; credible skin, woven natural-dye cloth, carved timber and weathered stone. Layer foreground, human action and distant environment. Restrained colors, motivated natural light, tangible atmosphere, expressive dignified faces. Original cast, consistent facial reference and costume across shots; visual interpretation of epic literature, not a claim of archaeological reconstruction. No lettering in the image.","No modern objects, plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark, captions or generated text. Do not impose later sectarian forehead marks on every ancient person.","Slow, restrained push toward the active speaker; keep identities and screen direction fixed.",Natural location ambience under clear Kannada voice; lower score during dialogue.,Do not turn daylight to night during this exhibition. Ashwatthama is distinct from Drona.,,,,,,,,,not_generated,,,,,,,,,,3840,2160,24,,not_rendered
346,G23-S05,G23-S05-KF01,ಅಪರಿಚಿತನ ಸವಾಲು,MAHABHARATA-3-AADIPARVA_djvu.txt lines 2132–2390,"Karna stands at the arena entrance with his established natural armor and earrings, neither oversized nor glowing like plastic. Arjuna faces him across a clean strip of earth. Duryodhana turns toward the newcomer with sudden interest. High in the shaded gallery Kunti grips the edge of her seat. Long lens keeps all relationships legible without a collage. Cinematic painterly realism for a 3840 by 2160 UHD 16:9 production; credible skin, woven natural-dye cloth, carved timber and weathered stone. Layer foreground, human action and distant environment. Restrained colors, motivated natural light, tangible atmosphere, expressive dignified faces. Original cast, consistent facial reference and costume across shots; visual interpretation of epic literature, not a claim of archaeological reconstruction. No lettering in the image.","No modern objects, plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark, captions or generated text. Do not impose later sectarian forehead marks on every ancient person.","Slow, restrained push toward the active speaker; keep identities and screen direction fixed.",Natural location ambience under clear Kannada voice; lower score during dialogue.,"Carry the established faces, age, clothing, props and time of day into the next shot.",,,,,,,,,not_generated,,,,,,,,,,3840,2160,24,,not_rendered
347,G23-S06,G23-S06-KF01,ಯೋಗ್ಯತೆಯ ಪ್ರಶ್ನೆ,MAHABHARATA-3-AADIPARVA_djvu.txt lines 2391–2587,"Kripa addresses Karna in the exhibition ring while Duryodhana steps forward between the questioning elder and the newcomer. Courtiers bring a modest ritual vessel and ceremonial seat from the side, indicating a sudden coronation rather than a prearranged festival. Retain the dusty arena and occupied wooden galleries; tension is carried by faces and spacing. Cinematic painterly realism for a 3840 by 2160 UHD 16:9 production; credible skin, woven natural-dye cloth, carved timber and weathered stone. Layer foreground, human action and distant environment. Restrained colors, motivated natural light, tangible atmosphere, expressive dignified faces. Original cast, consistent facial reference and costume across shots; visual interpretation of epic literature, not a claim of archaeological reconstruction. No lettering in the image.","No modern objects, plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark, captions or generated text. Do not impose later sectarian forehead marks on every ancient person.","Slow, restrained push toward the active speaker; keep identities and screen direction fixed.",Natural location ambience under clear Kannada voice; lower score during dialogue.,"Carry the established faces, age, clothing, props and time of day into the next shot.",,,,,,,,,not_generated,,,,,,,,,,3840,2160,24,,not_rendered
348,G23-S07,G23-S07-KF01,ಅಂಗರಾಜ ಮತ್ತು ತಂದೆ,MAHABHARATA-3-AADIPARVA_djvu.txt lines 2601–2858,"Karna, still wearing the fresh coronation garland, bows to elderly charioteer Adhiratha in the arena. Adhiratha bends to lift him into an embrace, his working hands and plain cloth sharply distinguished from ceremonial ornaments. Duryodhana stands nearby; distant onlookers register conflicting reactions. Warm low sunlight gives dignity to the father and son. Cinematic painterly realism for a 3840 by 2160 UHD 16:9 production; credible skin, woven natural-dye cloth, carved timber and weathered stone. Layer foreground, human action and distant environment. Restrained colors, motivated natural light, tangible atmosphere, expressive dignified faces. Original cast, consistent facial reference and costume across shots; visual interpretation of epic literature, not a claim of archaeological reconstruction. No lettering in the image.","No modern objects, plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark, captions or generated text. Do not impose later sectarian forehead marks on every ancient person.","Slow, restrained push toward the active speaker; keep identities and screen direction fixed.",Natural location ambience under clear Kannada voice; lower score during dialogue.,"Carry the established faces, age, clothing, props and time of day into the next shot.",,,,,,,,,not_generated,,,,,,,,,,3840,2160,24,,not_rendered
349,G23-S08,G23-S08-KF01,ಸೂರ್ಯಾಸ್ತದ ಒಡಂಬಡಿಕೆ,MAHABHARATA-3-AADIPARVA_djvu.txt lines 2859–3177,"Sunset outside the timber arena. Karna and Duryodhana walk away together toward waiting attendants; far behind, the Pandavas leave by a separate path. Dust and long shadows connect the two groups while the emptying stands recede into dusk. End on two allies at equal height, without showing future war or revealing a secret to them. Cinematic painterly realism for a 3840 by 2160 UHD 16:9 production; credible skin, woven natural-dye cloth, carved timber and weathered stone. Layer foreground, human action and distant environment. Restrained colors, motivated natural light, tangible atmosphere, expressive dignified faces. Original cast, consistent facial reference and costume across shots; visual interpretation of epic literature, not a claim of archaeological reconstruction. No lettering in the image.","No modern objects, plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark, captions or generated text. Do not impose later sectarian forehead marks on every ancient person.","Slow, restrained push toward the active speaker; keep identities and screen direction fixed.",Natural location ambience under clear Kannada voice; lower score during dialogue.,"Carry the established faces, age, clothing, props and time of day into the next shot.",,,,,,,,,not_generated,,,,,,,,,,3840,2160,24,,not_rendered
350,G24-S01,G24-S01-KF01,ದ್ರುಪದನನ್ನು ಹಿಡಿದು ತನ್ನಿರಿ,MAHABHARATA-3-AADIPARVA_djvu.txt lines 3178–3500,"Panchala city gate beneath a ridge of trees. Kaurava troops withdraw in confusion along a dusty road while defenders hold the gate. From a separate foreground rise Arjuna and Bhima assess the battlefield without a triumphant pose. Small formations, readable routes and grounded shields convey tactics; no mass gore. Cinematic painterly realism for a 3840 by 2160 UHD 16:9 production; credible skin, woven natural-dye cloth, carved timber and weathered stone. Layer foreground, human action and distant environment. Restrained colors, motivated natural light, tangible atmosphere, expressive dignified faces. Original cast, consistent facial reference and costume across shots; visual interpretation of epic literature, not a claim of archaeological reconstruction. No lettering in the image.","No modern objects, plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark, captions or generated text. Do not impose later sectarian forehead marks on every ancient person.","Slow, restrained push toward the active speaker; keep identities and screen direction fixed.",Natural location ambience under clear Kannada voice; lower score during dialogue.,"Carry the established faces, age, clothing, props and time of day into the next shot.",,,,,,,,,not_generated,,,,,,,,,,3840,2160,24,,not_rendered
351,G24-S02,G24-S02-KF01,ಭೀಮನ ದಾರಿ ಅರ್ಜುನನ ಗುರಿ,MAHABHARATA-3-AADIPARVA_djvu.txt lines 3501–4030,"Bhima holds a cleared approach with his mace grounded while Arjuna secures the defeated Drupada beside a stopped chariot. Keep the captured king upright and dignified, attendants alive in the background, weapons lowered after the decisive action. A broken wheel and settling dust signal battle’s cost. No victory over civilians. Cinematic painterly realism for a 3840 by 2160 UHD 16:9 production; credible skin, woven natural-dye cloth, carved timber and weathered stone. Layer foreground, human action and distant environment. Restrained colors, motivated natural light, tangible atmosphere, expressive dignified faces. Original cast, consistent facial reference and costume across shots; visual interpretation of epic literature, not a claim of archaeological reconstruction. No lettering in the image.","No modern objects, plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark, captions or generated text. Do not impose later sectarian forehead marks on every ancient person.","Slow, restrained push toward the active speaker; keep identities and screen direction fixed.",Natural location ambience under clear Kannada voice; lower score during dialogue.,"Carry the established faces, age, clothing, props and time of day into the next shot.",,,,,,,,,not_generated,,,,,,,,,,3840,2160,24,,not_rendered
352,G24-S03,G24-S03-KF01,ಅರ್ಧ ರಾಜ್ಯದ ಸ್ನೇಹ,MAHABHARATA-3-AADIPARVA_djvu.txt lines 3900–4650,"A spare court chamber after the campaign. Drona and Drupada sit facing one another across a low unmarked territorial model with a river dividing two banks. No readable map labels. Drona speaks with controlled formality while Drupada’s clenched hand reveals humiliation. Daylight from one side keeps both men morally human, neither caricatured. Cinematic painterly realism for a 3840 by 2160 UHD 16:9 production; credible skin, woven natural-dye cloth, carved timber and weathered stone. Layer foreground, human action and distant environment. Restrained colors, motivated natural light, tangible atmosphere, expressive dignified faces. Original cast, consistent facial reference and costume across shots; visual interpretation of epic literature, not a claim of archaeological reconstruction. No lettering in the image.","No modern objects, plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark, captions or generated text. Do not impose later sectarian forehead marks on every ancient person.","Slow, restrained push toward the active speaker; keep identities and screen direction fixed.",Natural location ambience under clear Kannada voice; lower score during dialogue.,"Carry the established faces, age, clothing, props and time of day into the next shot.",,,,,,,,,not_generated,,,,,,,,,,3840,2160,24,,not_rendered
353,G24-S04,G24-S04-KF01,ಯಜ್ಞದಿಂದ ಬಂದ ಮಕ್ಕಳು,MAHABHARATA-3-AADIPARVA_djvu.txt lines 4651–5682,"Panchala sacrificial enclosure at night, sacred fire central and the ritual participants standing at a respectful distance. Dhrishtadyumna and Draupadi appear as separate dignified mythic figures beyond the firelight, fully clothed, with no sexualized framing. Smoke rises into a dark canopy of trees; witnesses show awe and unresolved dread, not a celebratory crowd scene. Cinematic painterly realism for a 3840 by 2160 UHD 16:9 production; credible skin, woven natural-dye cloth, carved timber and weathered stone. Layer foreground, human action and distant environment. Restrained colors, motivated natural light, tangible atmosphere, expressive dignified faces. Original cast, consistent facial reference and costume across shots; visual interpretation of epic literature, not a claim of archaeological reconstruction. No lettering in the image.","No modern objects, plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark, captions or generated text. Do not impose later sectarian forehead marks on every ancient person.","Slow, restrained push toward the active speaker; keep identities and screen direction fixed.",Natural location ambience under clear Kannada voice; lower score during dialogue.,"Carry the established faces, age, clothing, props and time of day into the next shot.",,,,,,,,,not_generated,,,,,,,,,,3840,2160,24,,not_rendered
354,A101-S01,A101-S01-KF01,ಪೃಷತನ ತಪಸ್ಸು,MAHABHARATA-3-AADIPARVA_djvu.txt lines 5385–5485,"King Prishata meditates beside the Ganga in a spring ashoka grove while Menaka walks far along the opposite bank, fully clothed. Flower clusters, river haze and warm green light convey the seasonal shift. Prishata is a separate older king, not Vishvamitra. Keep all bodily events outside the image; this frame establishes the encounter. Cinematic painterly realism for a 3840 by 2160 UHD 16:9 production; credible skin, woven natural-dye cloth, carved timber and weathered stone. Layer foreground, human action and distant environment. Restrained colors, motivated natural light, tangible atmosphere, expressive dignified faces. Original cast, consistent facial reference and costume across shots; visual interpretation of epic literature, not a claim of archaeological reconstruction. No lettering in the image.","No modern objects, plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark, captions or generated text. Do not impose later sectarian forehead marks on every ancient person.","Slow, restrained push toward the active speaker; keep identities and screen direction fixed.",Natural location ambience under clear Kannada voice; lower score during dialogue.,"Carry the established faces, age, clothing, props and time of day into the next shot.",,,,,,,,,not_generated,,,,,,,,,,3840,2160,24,,not_rendered
355,A101-S02,A101-S02-KF01,ದ್ರುಪದ ಎಂಬ ಹೆಸರು,MAHABHARATA-3-AADIPARVA_djvu.txt lines 5486–5578,"A fully wrapped infant Drupada is received by sages near Prishata in the river grove, with the focus on naming and protection. A pair of footprints in soft earth may serve as a discreet symbolic cue, no bodily fluid or anatomical display. Gentle daylight, grounded cloth and dignified witnesses. Cinematic painterly realism for a 3840 by 2160 UHD 16:9 production; credible skin, woven natural-dye cloth, carved timber and weathered stone. Layer foreground, human action and distant environment. Restrained colors, motivated natural light, tangible atmosphere, expressive dignified faces. Original cast, consistent facial reference and costume across shots; visual interpretation of epic literature, not a claim of archaeological reconstruction. No lettering in the image.","No modern objects, plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark, captions or generated text. Do not impose later sectarian forehead marks on every ancient person.","Slow, restrained push toward the active speaker; keep identities and screen direction fixed.",Natural location ambience under clear Kannada voice; lower score during dialogue.,"Carry the established faces, age, clothing, props and time of day into the next shot.",,,,,,,,,not_generated,,,,,,,,,,3840,2160,24,,not_rendered
356,A101-S03,A101-S03-KF01,ಒಟ್ಟಿಗೆ ಬೆಳೆದ ಇಬ್ಬರು,MAHABHARATA-3-AADIPARVA_djvu.txt lines 5520–5682,"Young Drona and Drupada study beside Bharadvaja at a forest school, wearing similarly modest student clothing without later crowns or white beards. An unstrung practice bow and leaf manuscripts sit nearby. Shared shade and equal seating visually establish friendship before social separation. Use distinct youth references and a clear flashback treatment. Cinematic painterly realism for a 3840 by 2160 UHD 16:9 production; credible skin, woven natural-dye cloth, carved timber and weathered stone. Layer foreground, human action and distant environment. Restrained colors, motivated natural light, tangible atmosphere, expressive dignified faces. Original cast, consistent facial reference and costume across shots; visual interpretation of epic literature, not a claim of archaeological reconstruction. No lettering in the image.","No modern objects, plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark, captions or generated text. Do not impose later sectarian forehead marks on every ancient person.","Slow, restrained push toward the active speaker; keep identities and screen direction fixed.",Natural location ambience under clear Kannada voice; lower score during dialogue.,"Carry the established faces, age, clothing, props and time of day into the next shot.",,,,,,,,,not_generated,,,,,,,,,,3840,2160,24,,not_rendered
357,G24-S05,G24-S05-KF01,ಯುವರಾಜ ಮತ್ತು ಅಸೂಯೆ,MAHABHARATA-3-AADIPARVA_djvu.txt lines 5683–6194,"Hastinapura court in soft morning daylight. Yudhishthira receives the ceremonial sign of the heir apparent before elders while townspeople watch from an open courtyard. Duryodhana stands at the edge of the frame, partly separated by a pillar but visibly listening. Natural cloth colors and restrained ornaments keep the ceremony human in scale. Cinematic painterly realism for a 3840 by 2160 UHD 16:9 production; credible skin, woven natural-dye cloth, carved timber and weathered stone. Layer foreground, human action and distant environment. Restrained colors, motivated natural light, tangible atmosphere, expressive dignified faces. Original cast, consistent facial reference and costume across shots; visual interpretation of epic literature, not a claim of archaeological reconstruction. No lettering in the image.","No modern objects, plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark, captions or generated text. Do not impose later sectarian forehead marks on every ancient person.","Slow, restrained push toward the active speaker; keep identities and screen direction fixed.",Natural location ambience under clear Kannada voice; lower score during dialogue.,"Carry the established faces, age, clothing, props and time of day into the next shot.",,,,,,,,,not_generated,,,,,,,,,,3840,2160,24,,not_rendered
358,G24-S06,G24-S06-KF01,ತಂದೆಯ ಮನಸ್ಸನ್ನು ತಿರುಗಿಸುವ ಮಾತು,MAHABHARATA-3-AADIPARVA_djvu.txt lines 6195–6567,"Quiet inner chamber with a single oil lamp supplementing late daylight. Duryodhana leans toward seated Dhritarashtra, speaking urgently; the father turns his head to listen, hands tense on the armrests. An open doorway reveals a distant public courtyard, contrasting private pressure with public responsibility. Avoid a villainous grin or supernatural aura. Cinematic painterly realism for a 3840 by 2160 UHD 16:9 production; credible skin, woven natural-dye cloth, carved timber and weathered stone. Layer foreground, human action and distant environment. Restrained colors, motivated natural light, tangible atmosphere, expressive dignified faces. Original cast, consistent facial reference and costume across shots; visual interpretation of epic literature, not a claim of archaeological reconstruction. No lettering in the image.","No modern objects, plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark, captions or generated text. Do not impose later sectarian forehead marks on every ancient person.","Slow, restrained push toward the active speaker; keep identities and screen direction fixed.",Natural location ambience under clear Kannada voice; lower score during dialogue.,"Carry the established faces, age, clothing, props and time of day into the next shot.",,,,,,,,,not_generated,,,,,,,,,,3840,2160,24,,not_rendered
