reading_order,scene_id,title_kn,source,narration_kn,adapted_dialogue_kn,spoken_words,planning_seconds_low,planning_seconds_high,recorded_take_path,actual_seconds,pronunciation_review,source_completeness_review,performance_approved,caption_file
525,BS01-S03,ಸಲಹೆಗಾರರ ಯೋಗ್ಯತೆ ಮತ್ತು ರಹಸ್ಯ,MAHABHARATA-4-AADIPARVA_djvu.txt lines 21145–21220,"ರಾಜನು ಮಂತ್ರಾಲೋಚನೆಯನ್ನು ಒಂಟಿಯಾಗಿ ಮಾಡಿ ತನ್ನ ಅಭಿಪ್ರಾಯಕ್ಕೆ ತಾನೇ ಬಂಧಿಯಾಗಬಾರದು. ಹಾಗೆಯೇ ಅನೇಕ ಪರಿಚಿತ–ಅಪರಿಚಿತರ ಗುಂಪಿನಲ್ಲಿ ರಹಸ್ಯವಿಚಾರವನ್ನು ಹರಡಬಾರದು ಎಂದು ನಾರದರು ಪ್ರಶ್ನಿಸುತ್ತಾರೆ. ಯೋಗ್ಯರಾದ, ನಿಷ್ಠೆಯುಳ್ಳ ಮತ್ತು ವಿಷಯಜ್ಞಾನವಿರುವ ಸಲಹೆಗಾರರು ಬೇಕು. ಆದರೆ ಅವರ ಸಂಖ್ಯೆಯಷ್ಟೇ ಮುಖ್ಯವಲ್ಲ; ವಿವೇಕವೂ ಮುಖ್ಯ. ಸರಿಯಾದ ಕಾಲದಲ್ಲಿ ಎದ್ದು, ಕಾರ್ಯದ ಫಲವನ್ನು ವಿಚಾರಿಸಿ, ಸುಲಭವಾಗಿ ದೊಡ್ಡ ಉಪಯೋಗವನ್ನು ನೀಡುವ ಕೆಲಸವನ್ನು ವಿಳಂಬವಿಲ್ಲದೆ ಆರಂಭಿಸಬೇಕೆಂದೂ ಸೂಚಿಸುತ್ತಾರೆ. ರಹಸ್ಯಪಾಲನೆ ಮತ್ತು ಸಮಯಪಾಲನೆ ಎರಡೂ ಕಾರ್ಯಸಾಧನೆಯ ಭಾಗಗಳು. ಒಂದು ಸರಿಯಾದ ನಿರ್ಧಾರಕ್ಕೆ ಶಾಂತವಾದ ಪರಿಶೀಲನೆಯೂ ಬೇಕಾಗುತ್ತದೆ.",,55,24,31,,,pending,pending,,
526,BS01-S04,"ನಿಯೋಜನೆ, ವರದಿ ಮತ್ತು ಸಾರ್ವಜನಿಕ ಗೌರವ",MAHABHARATA-4-AADIPARVA_djvu.txt lines 21221–21420,"ಯಾರನ್ನು ಯಾವ ಕೆಲಸಕ್ಕೆ ನೇಮಿಸಬೇಕು ಎಂಬುದನ್ನೂ ನಾರದರು ವಿಚಾರಿಸುತ್ತಾರೆ. ದೊಡ್ಡ ಕಾರ್ಯಕ್ಕೆ ದೊಡ್ಡ ಸಾಮರ್ಥ್ಯವಿರುವವನು, ಮಧ್ಯಮ ಕಾರ್ಯಕ್ಕೆ ಅದಕ್ಕೆ ತಕ್ಕವನು ಬೇಕು. ರಾಜಕುಮಾರರ ಶಿಕ್ಷಣಕ್ಕೆ ಯೋಗ್ಯಗುರುಗಳು ಇರಬೇಕು. ಸಾಧನೆ ಮಾಡಿದವನನ್ನು ಗುರುತಿಸಿ ಸಭೆಯ ಮುಂದೆ ಗೌರವಿಸಬೇಕು. ರಾಜ್ಯದ ಸ್ಥಿತಿಯನ್ನು ತಿಳಿಯಲು ವಿಶ್ವಾಸಾರ್ಹವಾದ ವರದಿವ್ಯವಸ್ಥೆಯೂ ಬೇಕು. ಮೂಲವು ಚಾರರ ಗುಂಪುಗಳನ್ನು ಉಲ್ಲೇಖಿಸಿದರೂ ಇಲ್ಲಿ ನಮ್ಮ ಗಮನ ಅವರ ವಿಧಾನಗಳನ್ನು ಕಲಿಸುವುದಲ್ಲ; ರಾಜನಿಗೆ ಕೇಳಿಬರುವ ಮಾಹಿತಿ ಪರಿಶೀಲಿತವಾಗಿರಬೇಕೆಂಬ ಅರ್ಥವನ್ನು ತಿಳಿಸುವುದು. ತಪ್ಪುಮಾಹಿತಿ ಮತ್ತು ಅಯೋಗ್ಯ ನಿಯೋಜನೆ ಎರಡೂ ಆಡಳಿತಕ್ಕೆ ಹಾನಿ ತರಬಲ್ಲವು.",,56,25,32,,,pending,pending,,
527,BS01-S05,ಸೈನಿಕರ ವೇತನ ಮತ್ತು ಅವರ ಕುಟುಂಬಗಳು,MAHABHARATA-4-AADIPARVA_djvu.txt lines 21421–21555,"ರಾಜ್ಯಕ್ಕಾಗಿ ಕೆಲಸಮಾಡುವ ಸೈನಿಕರಿಗೆ ವೇತನ ಮತ್ತು ಭತ್ಯ ಕಾಲಕ್ಕೆ ಸರಿಯಾಗಿ ಸಿಗುತ್ತಿದೆಯೇ ಎಂಬ ಪ್ರಶ್ನೆಯನ್ನು ನಾರದರು ವಿಶೇಷವಾಗಿ ಕೇಳುತ್ತಾರೆ. ತಡವು ಅಸಮಾಧಾನಕ್ಕೂ ಅನರ್ಥಕ್ಕೂ ಕಾರಣವಾಗಬಹುದು ಎಂದು ಹೇಳುತ್ತಾರೆ. ಶ್ರೇಷ್ಠ ಕಾರ್ಯ ಮಾಡಿದವರಿಗೆ ಗೌರವ ಮತ್ತು ಹೆಚ್ಚುವರಿ ಪ್ರತಿಫಲವೂ ದೊರಕಬೇಕು. ಆದರೆ ಸೈನಿಕನ ಬದುಕಿನವರೆಗೆ ಮಾತ್ರ ಹೊಣೆಗಾರಿಕೆ ಮುಗಿಯುವುದಿಲ್ಲ. ರಾಜನಿಗಾಗಿ ಹೋರಾಡಿ ಮರಣಹೊಂದಿದವರ ಹೆಂಡತಿ–ಮಕ್ಕಳು ಕಷ್ಟಕ್ಕೆ ಒಳಗಾದಾಗ ಅವರಿಗೆ ನೆರವು ನೀಡುತ್ತೀರೇ ಎಂದೂ ಕೇಳುತ್ತಾರೆ. ಹೀಗಾಗಿ ಯುದ್ಧಸಾಮರ್ಥ್ಯದ ಚರ್ಚೆಯೊಳಗೇ ಸೇವೆ, ಪ್ರತಿಫಲ ಮತ್ತು ಅವಲಂಬಿತರ ರಕ್ಷಣೆಯ ಸಂಬಂಧ ಕಾಣುತ್ತದೆ.",,55,24,31,,,pending,pending,,
528,BS01-S06,ಲೆಕ್ಕಪತ್ರ ಮತ್ತು ಅಧಿಕಾರಿಗಳ ಪರಿಶೀಲನೆ,MAHABHARATA-4-AADIPARVA_djvu.txt lines 21661–21710,"ನಾರದರು ದಿನನಿತ್ಯದ ಆಯವ್ಯಯವನ್ನು ಪರಿಶೀಲಿಸುವ ಲೇಖಕರು ಮತ್ತು ಗಣಕರ ಕೆಲಸದ ಬಗ್ಗೆ ಕೇಳುತ್ತಾರೆ. ಹಣ ಎಷ್ಟು ಬರುತ್ತದೆ, ಎಷ್ಟು ಹೋಗುತ್ತದೆ ಎಂಬುದು ರಾಜನಿಗೆ ತಿಳಿದಿರಬೇಕು. ಹಣದ ಸಮೀಪ ಕೆಲಸಮಾಡುತ್ತಾರೆ ಎಂಬ ಕಾರಣದಿಂದಲೇ ಸಮರ್ಥ ಅಧಿಕಾರಿಯನ್ನು ಅನುಮಾನಿಸಿ ತೆಗೆಯಬಾರದು. ದೋಷವಿದೆಯೇ ಎಂಬುದನ್ನು ತಿಳಿದುಕೊಳ್ಳದೆ ಸ್ಥಾನದಿಂದ ಕೆಳಗಿಳಿಸುವುದು ಸರಿಯಲ್ಲ. ಅದೇ ಸಮಯದಲ್ಲಿ ಲೋಭಿಗಳು, ಕಳ್ಳರು ಮತ್ತು ವಿಶ್ವಾಸಾರ್ಹತೆ ತಿಳಿಯದವರನ್ನು ಅಧಿಕಾರಕ್ಕೆ ತರಬಾರದು. ಲೆಕ್ಕಪತ್ರದ ನಿಯಮಿತ ಪರಿಶೀಲನೆಯೊಂದಿಗೆ ನ್ಯಾಯವಾದ ಮಾನವವ್ಯವಹಾರವೂ ಬೇಕು ಎಂಬ ಎರಡು ಅಂಶಗಳನ್ನು ಈ ಪ್ರಶ್ನೆಗಳು ಒಟ್ಟಿಗೆ ಹಿಡಿದಿವೆ.",,55,24,31,,,pending,pending,,
529,BS01-S07,ಮಳೆಯನ್ನೇ ಕಾಯದ ಕೃಷಿ,MAHABHARATA-4-AADIPARVA_djvu.txt lines 21711–21785,"ನಾರದರ ಪ್ರಶ್ನೆ ನೇರವಾಗಿ ಹೊಲಕ್ಕೆ ಬರುತ್ತದೆ. ರಾಜ್ಯದ ಕೆರೆಗಳು ಯೋಗ್ಯ ಸ್ಥಳದಲ್ಲಿ ನಿರ್ಮಾಣವಾಗಿ ನೀರಿನಿಂದ ತುಂಬಿವೆಯೇ? ಕೃಷಿ ಮಳೆಯನ್ನೇ ಅವಲಂಬಿಸಿ ನಿಂತಿಲ್ಲವಲ್ಲವೇ? ದುರ್ಗತಿಗೀಡಾದ ರೈತನಿಗೆ ಬೀಜ ಮತ್ತು ಆಹಾರಕ್ಕಾಗಿ ಅನುಕೂಲವಾದ ಸಾಲದ ನೆರವು ಕೊಡುತ್ತೀರೇ? ಕೃಷಿ ಮತ್ತು ಗೋರಕ್ಷಣೆಯನ್ನು ಅವಲಂಬಿಸಿದ ಜನರು ಸಂತೃಪ್ತರಾಗಿದ್ದಾರೆಯೇ? ಈ ಮಾತುಗಳಲ್ಲಿ ರಾಜ್ಯದ ಸಂಪತ್ತು ಹೊಲದ ಸ್ಥಿತಿಯೊಂದಿಗೆ ಸಂಬಂಧಿಸಿದೆ. ಬೆಳೆ ಬರುವವರೆಗೆ ರೈತನ ಕುಟುಂಬ ಬದುಕಬೇಕು; ಮುಂದಿನ ಬಿತ್ತನೆಗೂ ಬೀಜ ಉಳಿಯಬೇಕು. ನೀರು, ಆಹಾರ ಮತ್ತು ಸಾಲದ ಸಂಬಂಧವನ್ನು ಒಂದೇ ಆಡಳಿತದ ಜವಾಬ್ದಾರಿಯಾಗಿ ಇಲ್ಲಿ ನೋಡಬಹುದು.",,57,25,33,,,pending,pending,,
530,BS01-S08,"ಆರೋಗ್ಯ, ಸುರಕ್ಷತೆ ಮತ್ತು ಜೀವನೋಪಾಯ",MAHABHARATA-4-AADIPARVA_djvu.txt lines 21786–21967,"ವ್ಯಾಪಾರ, ಗೋರಕ್ಷಣೆ, ವೈದ್ಯಸೇವೆ ಮತ್ತು ಜನರ ಜೀವನೋಪಾಯಗಳ ಬಗ್ಗೆ ನಾರದರು ಪ್ರಶ್ನಿಸುತ್ತಾರೆ. ವೈದ್ಯರು ತಮ್ಮ ವಿದ್ಯೆಯಲ್ಲಿ ನಿಪುಣರಾಗಿರಬೇಕು. ಪ್ರಜೆಗಳ ಕೆಲಸಕ್ಕೆ ಲೋಭ, ದ್ವೇಷ ಅಥವಾ ವೈಯಕ್ತಿಕ ಸ್ನೇಹದ ಕಾರಣದಿಂದ ಅಡ್ಡಿ ತರುವಂತಿಲ್ಲ. ನಗರವಾಸಿಗಳು ಮತ್ತು ಗ್ರಾಮವಾಸಿಗಳ ನಡುವೆ ರಾಜ್ಯದ ಮೇಲಿನ ವಿಶ್ವಾಸ ಉಳಿಯಬೇಕು. ಸುರಕ್ಷತೆ ಎಂದರೆ ಹೊರಗಿನ ಶತ್ರುವಿನ ಬಗ್ಗೆ ಮಾತ್ರ ಚಿಂತಿಸುವುದಲ್ಲ; ಜನರು ತಮ್ಮ ಕೆಲಸವನ್ನು ಭಯವಿಲ್ಲದೆ ಮುಂದುವರಿಸಲು ಸಾಧ್ಯವಾಗುವುದೂ ಅದರಲ್ಲಿ ಸೇರಿದೆ. ಕುಟುಂಬದ ಹಿರಿಯರು, ಗುರುಗಳು ಮತ್ತು ಆಶ್ರಯಕ್ಕಾಗಿ ಬಂದವರನ್ನು ನೋಡಿಕೊಳ್ಳುವ ಕರ್ತವ್ಯವನ್ನೂ ನಾರದರು ನೆನಪಿಸುತ್ತಾರೆ. ರಾಜ್ಯದ ಬಲದೊಳಗೆ ಜನರ ವಿಶ್ವಾಸವೂ ಇದೆ.",,61,27,35,,,pending,pending,,
531,BS01-S09,ಬಡವ–ಶ್ರೀಮಂತ ಇಬ್ಬರಿಗೂ ನ್ಯಾಯ,MAHABHARATA-4-AADIPARVA_djvu.txt lines 21968–22003,"ನ್ಯಾಯದ ವಿಷಯದಲ್ಲಿ ನಾರದರು ಎರಡು ದಿಕ್ಕಿನ ಅಪಾಯವನ್ನು ಹೇಳುತ್ತಾರೆ. ಅಯೋಗ್ಯ ಅಧಿಕಾರಿಗಳು ಅಥವಾ ಲೋಭಿಗಳು ನಿರಪರಾಧಿಯ ಮೇಲೆ ಕಳ್ಳತನದ ಅಪವಾದ ಹೊರಿಸಬಹುದು. ಅದರ ವಿರುದ್ಧವಾಗಿ ಹಣದ ಲೋಭದಿಂದ ನಿಜವಾದ ಅಪರಾಧಿಯನ್ನೂ ಬಿಡಬಹುದು. ಬಡವನಾಗಲಿ ಶ್ರೀಮಂತನಾಗಲಿ, ಅಧಿಕಾರಿಗಳ ಲಂಚದ ಕಾರಣದಿಂದ ಅವನ ಸಂಪತ್ತನ್ನು ತಪ್ಪಾಗಿ ಕಸಿದುಕೊಳ್ಳಬಾರದು. ಇಲ್ಲಿ ವ್ಯಕ್ತಿಯ ಸ್ಥಾನಕ್ಕಿಂತ ವಿಚಾರಣೆಯ ನ್ಯಾಯ ಮುಖ್ಯವಾಗುತ್ತದೆ. ರಾಜನು ಕೇಳಿದ ಮೊದಲ ಮಾತನ್ನೇ ಅಂತಿಮ ತೀರ್ಪಾಗಿಸದೆ, ವಿಷಯವನ್ನು ತಿಳಿಯುವ ಯೋಗ್ಯ ಜನರ ನೆರವಿನಿಂದ ಪರಿಶೀಲಿಸಬೇಕು. ಶಕ್ತಿಯ ಕೈಯಲ್ಲಿರುವ ನ್ಯಾಯಕ್ಕೆ ಜವಾಬ್ದಾರಿಯೂ ಸೇರಿರಬೇಕು ಎಂಬುದು ಈ ಪ್ರಶ್ನೆಯ ಅರ್ಥ.",,59,26,34,,,pending,pending,,
532,BS01-S10,ಹದಿನಾಲ್ಕು ರಾಜದೋಷಗಳು,MAHABHARATA-4-AADIPARVA_djvu.txt lines 22004–22031,"ಈ ಆವೃತ್ತಿಯ ಕನ್ನಡವಿವರಣೆ ಹದಿನಾಲ್ಕು ರಾಜದೋಷಗಳನ್ನು ಪಟ್ಟಿ ಮಾಡುತ್ತದೆ: ನಾಸ್ತಿಕ್ಯ, ಅಸತ್ಯ, ಕ್ರೋಧ, ಅಸಾವಧಾನತೆ, ಕಾರ್ಯವಿಳಂಬ, ಜ್ಞಾನಿಗಳಿಂದ ದೂರವಿರುವುದು, ಆಲಸ್ಯ, ಕೃತಜ್ಞತೆಯ ಕೊರತೆ, ಧನಚಿಂತೆಯ ಅತಿರೇಕ, ಅರ್ಥಜ್ಞಾನವಿಲ್ಲದವರ ಸಲಹೆ, ನಿರ್ಧರಿಸಿದ ಕೆಲಸವನ್ನು ಆರಂಭಿಸದಿರುವುದು, ರಹಸ್ಯವನ್ನು ಕಾಪಾಡದಿರುವುದು, ಮಂಗಳಕಾರ್ಯಗಳನ್ನು ಬಿಟ್ಟುಬಿಡುವುದು ಮತ್ತು ಭೋಗಾಸಕ್ತಿ. ಧಾರ್ಮಿಕ ಪದಗಳನ್ನು ಈ ಪುರಾತನ ಉಪದೇಶದ ಸಂದರ್ಭದಲ್ಲೇ ಅರ್ಥಮಾಡಿಕೊಳ್ಳಬೇಕು. ಇಂದಿನ ಬೇರೆ ನಂಬಿಕೆಯ ವ್ಯಕ್ತಿಯನ್ನು ಅವಮಾನಿಸುವ ತೀರ್ಪಾಗಿ ಅವುಗಳನ್ನು ಬಳಸುವುದಿಲ್ಲ. ಪಟ್ಟಿಯ ಒಟ್ಟಾರೆ ದಿಕ್ಕು ರಾಜನ ಮಾತು, ಮನಸ್ಸು, ಕಾರ್ಯ ಮತ್ತು ಸಲಹೆಗಳಲ್ಲಿ ಶಿಸ್ತಿರಬೇಕೆಂಬುದು.",,55,24,31,,,pending,pending,,
533,BS01-S11,ಕಲಿತ ವಿದ್ಯೆಯ ಫಲ ನಡೆನುಡಿಯಲ್ಲಿ,MAHABHARATA-4-AADIPARVA_djvu.txt lines 22032–22067,"ವೇದ, ಧನ, ಕುಟುಂಬಜೀವನ ಮತ್ತು ವಿದ್ಯೆ ಫಲಕಾರಿಯಾಗುವುದು ಹೇಗೆ ಎಂದು ನಾರದರು ಪ್ರಶ್ನಿಸಿದಾಗ ಧರ್ಮರಾಜನು ಅದರ ಅರ್ಥವನ್ನು ಕೇಳುತ್ತಾನೆ. ನಾರದರು ಆ ಕಾಲದ ಧಾರ್ಮಿಕ ಮತ್ತು ಗೃಹಸ್ಥಜೀವನದ ನೆಲೆಯಲ್ಲಿ ಉತ್ತರಿಸುತ್ತಾರೆ. ವೇದಾಭ್ಯಾಸಕ್ಕೆ ಯಜ್ಞಾಚರಣೆ, ಧನಕ್ಕೆ ದಾನ ಮತ್ತು ಯೋಗ್ಯ ಉಪಯೋಗ, ದಾಂಪತ್ಯಕ್ಕೆ ಆತ್ಮೀಯತೆ ಮತ್ತು ಸಂತಾನ, ವಿದ್ಯೆಗೆ ಶೀಲ ಮತ್ತು ಸತ್ಕಾರ್ಯಗಳನ್ನು ಸಂಬಂಧಿಸುತ್ತಾರೆ. ಈ ಮಾತುಗಳನ್ನು ಎಲ್ಲರ ಜೀವನಕ್ಕೂ ಒಂದೇ ಕಡ್ಡಾಯ ಮಾದರಿಯಂತೆ ಹೇಳುವುದಿಲ್ಲ; ಕಥೆಯ ಗೃಹಸ್ಥಧರ್ಮದ ವಿವರಣೆಯಾಗಿ ತಿಳಿಸುತ್ತೇವೆ. ಅದರೊಳಗಿನ ಸ್ಪಷ್ಟವಾದ ಪ್ರಶ್ನೆ: ತಿಳಿದಿರುವುದು ಮತ್ತು ಹೊಂದಿರುವುದು ಬದುಕಿನ ನಡೆಗೆ ಹೇಗೆ ಉಪಯೋಗವಾಗುತ್ತಿದೆ?",,60,27,34,,,pending,pending,,
534,BS01-S12,"ವ್ಯಾಪಾರಿಗಳಿಗೆ ತೆರಿಗೆ, ಕೆಲಸಗಾರರಿಗೆ ಉಪಕರಣ",MAHABHARATA-4-AADIPARVA_djvu.txt lines 22068–22149,"ದೂರದಿಂದ ಲಾಭಕ್ಕಾಗಿ ಬರುವ ವ್ಯಾಪಾರಿಗಳಿಂದ ನಿಯಮಿತವಾದ ತೆರಿಗೆಯಷ್ಟೇ ಪಡೆಯುತ್ತೀರೇ ಎಂದು ನಾರದರು ಕೇಳುತ್ತಾರೆ. ರಾಜ್ಯದ ಹೆಸರಿನಲ್ಲಿ ಜನರನ್ನು ವಂಚಿಸಬಾರದು. ಕೃಷಿ, ಗೋರಕ್ಷಣೆ ಮತ್ತು ತೋಟಗಾರಿಕೆಗೆ ಆ ಕೆಲಸ ತಿಳಿದ ಜನರನ್ನು ನೇಮಿಸಬೇಕು. ಮನೆಕಟ್ಟುವವರು ಮತ್ತು ಶಿಲ್ಪಿಗಳಿಗೆ ಬೇಕಾದ ವಸ್ತು–ಉಪಕರಣಗಳನ್ನು ಮುಂಚಿತವಾಗಿ ಒದಗಿಸಬೇಕು. ಮೂಲವು ಮುಂದಿನ ಹಲವು ತಿಂಗಳ ಅಗತ್ಯವನ್ನು ಗಮನಿಸುವ ಮಾತನ್ನೂ ಹೇಳುತ್ತದೆ. ಕುದುರೆ, ಆನೆ, ರಥ, ಧನುರ್ವಿದ್ಯೆ ಮತ್ತು ನಗರವಿದ್ಯೆಗಳ ಅಧ್ಯಯನದ ವಿಷಯವೂ ಬರುತ್ತದೆ. ಪರಿಣತಿ ಇದ್ದರೂ ಕೆಲಸಕ್ಕೆ ಬೇಕಾದ ಸಾಧನಗಳು ಇಲ್ಲದಿದ್ದರೆ ಅದರ ಫಲ ದೊರೆಯುವುದಿಲ್ಲ ಎಂಬ ಅರ್ಥವನ್ನು ಇಲ್ಲಿ ಕಾಣಬಹುದು.",,60,27,34,,,pending,pending,,
535,BS01-S13,ಅಪಾಯಗಳಿಂದ ರಕ್ಷಣೆ ಮತ್ತು ವಿಶೇಷ ನೆರವು,MAHABHARATA-4-AADIPARVA_djvu.txt lines 22150–22215,"ಕೊನೆಯಲ್ಲಿ ನಾರದರು ಬೆಂಕಿ, ಕಾಡುಪ್ರಾಣಿಗಳು, ಸರ್ಪಗಳು ಮತ್ತು ರೋಗಗಳಿಂದ ರಾಜ್ಯವನ್ನು ರಕ್ಷಿಸುವ ಬಗ್ಗೆ ಪ್ರಶ್ನಿಸುತ್ತಾರೆ. ದೃಷ್ಟಿ, ಮಾತು ಅಥವಾ ಚಲನೆಯ ತೊಂದರೆ ಇರುವವರು, ಅಂಗವೈಕಲ್ಯವುಳ್ಳವರು ಮತ್ತು ಆಶ್ರಯದ ಅಗತ್ಯವಿರುವವರು ಸುರಕ್ಷಿತವಾಗಿದ್ದಾರೆಯೇ ಎಂದೂ ಕೇಳುತ್ತಾರೆ. ಅವರ ರಕ್ಷಣೆಯನ್ನು ತಂದೆಯ ಕಾಳಜಿಗೆ ಹೋಲಿಸುತ್ತಾರೆ. ಆಡಳಿತದ ದೊಡ್ಡ ಮಾತು ಕೊನೆಗೆ ವ್ಯಕ್ತಿಯ ಭದ್ರತೆಗೆ ಬಂದು ನಿಲ್ಲುತ್ತದೆ. ಈ ಎಲ್ಲಾ ಪ್ರಶ್ನೆಗಳನ್ನು ಕೇಳಿದ ಧರ್ಮರಾಜನು ನಮಸ್ಕರಿಸಿ ತನ್ನ ತಿಳಿವಳಿಕೆ ಹೆಚ್ಚಿದುದನ್ನು ಒಪ್ಪಿಕೊಳ್ಳುತ್ತಾನೆ. ಸಭೆಯ ವೈಭವಕ್ಕಿಂತ ಅದರೊಳಗೆ ಕೇಳಿದ ಈ ಜವಾಬ್ದಾರಿಯ ಮಾತು ಅವನಿಗೆ ಹೆಚ್ಚು ಉಳಿಯುತ್ತದೆ.",,57,25,33,,,pending,pending,,
536,G40-S08,ಪ್ರಜೆಗಳ ಬದುಕೇ ರಾಜನ ಪರೀಕ್ಷೆ,MAHABHARATA-4-AADIPARVA_djvu.txt lines 21661–22238,"ನಾರದರ ಪ್ರಶ್ನೆಗಳು ಅರಮನೆಯ ಗೋಡೆಗಳನ್ನು ದಾಟಿ ಪ್ರಜೆಗಳ ಬದುಕನ್ನು ಮುಟ್ಟಿದವು. ಕೃಷಿ, ವ್ಯಾಪಾರ, ನೀರಿನ ವ್ಯವಸ್ಥೆ, ಸಾಲದ ನೆರವು, ವೈದ್ಯರು ಮತ್ತು ಶಿಲ್ಪಿಗಳ ಕಾರ್ಯಗಳ ಬಗ್ಗೆ ಅವರು ವಿಚಾರಿಸಿದರು. ಲೋಭ, ದ್ವೇಷ ಅಥವಾ ವೈಯಕ್ತಿಕ ಪ್ರೀತಿಯಿಂದ ಯಾರ ಜೀವನೋಪಾಯಕ್ಕೂ ಅಡ್ಡಿಯಾಗಬಾರದೆಂಬ ಅರ್ಥವನ್ನು ತಿಳಿಸಿದರು. ಆಲಸ್ಯ ಮತ್ತು ಅಸಾವಧಾನತೆ ಮೊದಲಾದ ರಾಜದೋಷಗಳನ್ನೂ ನೆನಪಿಸಿದರು. ಧರ್ಮರಾಜನು ಆ ಮಾತುಗಳನ್ನು ವಿನಯದಿಂದ ಸ್ವೀಕರಿಸಿದನು. ಉಪದೇಶವು ತನ್ನ ತಿಳಿವಳಿಕೆಯನ್ನು ಹೆಚ್ಚಿಸಿದೆ ಎಂದು ಹೇಳಿ, ಅದರಂತೆ ನಡೆಯಲು ಸಿದ್ಧನಾದನು. ಸಭೆಯ ವೈಭವವನ್ನು ಕಂಡ ಸಂತೋಷ ಈಗ ರಾಜ್ಯವನ್ನು ನೋಡಿಕೊಳ್ಳುವ ಜವಾಬ್ದಾರಿಯೊಂದಿಗೆ ಸೇರಿತು.",,60,27,34,,,pending,pending,,
537,G41-S01,ಇನ್ನೂ ಯಾವ ಸಭೆಗಳನ್ನು ಕಂಡಿದ್ದೀರಿ?,MAHABHARATA-4-AADIPARVA_djvu.txt lines 22239–22430,"ಉಪದೇಶವನ್ನು ಸ್ವೀಕರಿಸಿದ ಧರ್ಮರಾಜನು ನಾರದರ ಅನೇಕ ಲೋಕಗಳ ಸಂಚಾರವನ್ನು ನೆನಪಿಸಿಕೊಂಡನು. ಮಯನು ನಿರ್ಮಿಸಿದ ಈ ಸಭೆಯಂತಹ ಮತ್ತೊಂದು ಸಭೆಯನ್ನು ಕಂಡಿದ್ದೀರಾ ಎಂದು ಕೇಳಿದನು. ಆ ಪ್ರಶ್ನೆಗೆ ಉತ್ತರವಾಗಿ ನಾರದರು ದೇವಸಭೆಗಳ ಪರಿಚಯವನ್ನು ಆರಂಭಿಸಿದರು. ಇಂದ್ರ, ಯಮ, ವರುಣ, ಕುಬೇರ ಮತ್ತು ಬ್ರಹ್ಮನ ಸಭೆಗಳನ್ನು ಕ್ರಮವಾಗಿ ವರ್ಣಿಸುವುದಾಗಿ ಹೇಳಿದರು. ಈಗ ಕಾಣಲಿರುವ ದೃಶ್ಯಗಳು ಧರ್ಮರಾಜನು ಸ್ವತಃ ಅಲ್ಲಿಗೆ ಪ್ರಯಾಣಿಸಿದ ಘಟನೆಗಳಲ್ಲ. ಅವನು ಇಂದ್ರಪ್ರಸ್ಥದಲ್ಲೇ ಕುಳಿತು, ನಾರದರು ಕಂಡ ಲೋಕಗಳನ್ನು ಅವರ ಮಾತಿನ ಮೂಲಕ ಕೇಳುತ್ತಿದ್ದಾನೆ. ಋಷಿಯ ವಾಕ್ಯವು ಸಭೆಯೊಳಗೆ ಇನ್ನೊಂದು ವಿಶಾಲ ಲೋಕವನ್ನು ತೆರೆದಿತು.",,59,26,34,,,pending,pending,,
538,G41-S02,ಇಂದ್ರನ ಪ್ರಕಾಶಮಾನ ಸಭೆ,MAHABHARATA-4-AADIPARVA_djvu.txt lines 22431–22690,"ಮೊದಲು ನಾರದರು ಇಂದ್ರನ ಸಭೆಯನ್ನು ವರ್ಣಿಸಿದರು. ಅದು ಪ್ರಕಾಶದಿಂದ ತುಂಬಿ, ದಿವ್ಯವೃಕ್ಷಗಳು ಮತ್ತು ಸುಂದರ ಆಸನಗಳಿಂದ ಕಂಗೊಳಿಸುತ್ತಿತ್ತು. ಕಥೆಯ ಪ್ರಕಾರ ಅಲ್ಲಿ ಮುಪ್ಪು, ದುಃಖ, ಆಯಾಸ ಮತ್ತು ಆತಂಕಗಳಿಗೆ ಸ್ಥಾನವಿಲ್ಲ. ಇಂದ್ರನು ಶಚಿಯೊಂದಿಗೆ ಉನ್ನತ ಆಸನದಲ್ಲಿ ಕುಳಿತಿದ್ದನು. ಮರುತ್ತುಗಳು, ದೇವತೆಗಳು, ಋಷಿಗಳು ಮತ್ತು ಗಂಧರ್ವರು ಅವನ ಸುತ್ತ ನೆರೆದಿದ್ದರು. ಈ ಸಭೆಯ ವರ್ಣನೆ ಭೂಮಿಯ ಒಂದು ಅರಮನೆಯ ಅಳತೆಯಷ್ಟೇ ಅಲ್ಲ; ಪುಣ್ಯಕರ್ಮ ಮತ್ತು ದಿವ್ಯಜೀವನಕ್ಕೆ ಕಥೆ ನೀಡುವ ರೂಪವೂ ಆಗಿತ್ತು. ಧರ್ಮರಾಜನು ಆ ಸಭೆಯ ಜನರಲ್ಲಿ ಒಬ್ಬ ರಾಜನ ಹೆಸರು ವಿಶೇಷವಾಗಿ ಬಂದಿರುವುದನ್ನು ಗಮನಿಸುತ್ತಿದ್ದನು.",,60,27,34,,,pending,pending,,
