id,type,label,prompt,negative,continuity
CH_PARASHARA,character,Parashara,"Create an original canonical reference for Parashara. Young adult sage with intense thoughtful eyes, straight nose, tied black hair and a short beard, simple deep ochre cloth, hands gradually relaxing from anger. Forest altar at dusk, low fire and soft silhouettes of advising elders. Cinematic painterly realism, one coherent 16:9 composition designed for a 3840x2160 master, detailed natural skin or feathers and tactile materials, controlled depth of field, clear readable silhouette, restrained cinematic color, motivated light. Neutral identity reference with no unrelated action. Keep enough of the environment to establish scale. Costume, age and location styling are adaptation choices, not historical claims. Lock this design before producing story shots.","No modern objects, logos, generated writing, plastic costumes, duplicate identities, fused limbs, deformed hands, unrelated architecture, sexualized presentation or graphic injury. Do not replace an existing approved reference.","Shakti’s son, Vasishta’s grandson; not Vyasa in this earlier story."
CH_AURVA,character,Aurva,"Create an original canonical reference for Aurva. Young adult ascetic with a lean face, bright focused eyes, dark matted hair and weathered saffron cloth, rigid stance gradually softened by listening. Rocky ocean shore under storm layers, symbolic fire light restrained in water reflections. Cinematic painterly realism, one coherent 16:9 composition designed for a 3840x2160 master, detailed natural skin or feathers and tactile materials, controlled depth of field, clear readable silhouette, restrained cinematic color, motivated light. Neutral identity reference with no unrelated action. Keep enough of the environment to establish scale. Costume, age and location styling are adaptation choices, not historical claims. Lock this design before producing story shots.","No modern objects, logos, generated writing, plastic costumes, duplicate identities, fused limbs, deformed hands, unrelated architecture, sexualized presentation or graphic injury. Do not replace an existing approved reference.",Nested example told to Parashara; maintain frame labels.
CH_NALAYANI,character,Nalayani,"Create an original canonical reference for Nalayani. Adult woman with a serene determined face, dark hair in a practical braid, simple ivory and ochre cotton, attentive hands and an expression of patient care. Rain-lit forest dwelling, clean cloth, a water pot and closed food vessel. Cinematic painterly realism, one coherent 16:9 composition designed for a 3840x2160 master, detailed natural skin or feathers and tactile materials, controlled depth of field, clear readable silhouette, restrained cinematic color, motivated light. Neutral identity reference with no unrelated action. Keep enough of the environment to establish scale. Costume, age and location styling are adaptation choices, not historical claims. Lock this design before producing story shots.","No modern objects, logos, generated writing, plastic costumes, duplicate identities, fused limbs, deformed hands, unrelated architecture, sexualized presentation or graphic injury. Do not replace an existing approved reference.",Earlier life in this edition’s account; do not show explicit bodily or sexual details.
CH_ULUPI,character,Ulupi,"Create an original canonical reference for Ulupi. Adult naga princess with a long face, striking dark eyes and smooth tied black hair, copper-green woven dress, one subtle serpent-shaped clasp, poised articulate stance. Rock court shaped by water, lotus details and refracted daylight, no science-fiction glass palace. Cinematic painterly realism, one coherent 16:9 composition designed for a 3840x2160 master, detailed natural skin or feathers and tactile materials, controlled depth of field, clear readable silhouette, restrained cinematic color, motivated light. Neutral identity reference with no unrelated action. Keep enough of the environment to establish scale. Costume, age and location styling are adaptation choices, not historical claims. Lock this design before producing story shots.","No modern objects, logos, generated writing, plastic costumes, duplicate identities, fused limbs, deformed hands, unrelated architecture, sexualized presentation or graphic injury. Do not replace an existing approved reference.",Iravan’s mother; distinct from Chitrangada and Draupadi.
CH_CHITRANGADA,character,Chitrangada,"Create an original canonical reference for Chitrangada. Adult regional princess with a rounded strong face, dark braided hair, blue-green and warm ivory locally inspired textiles, minimal worked-metal jewelry, confident attentive eyes. Open timber court with lush foothill greenery, moist natural light and deep eaves. Cinematic painterly realism, one coherent 16:9 composition designed for a 3840x2160 master, detailed natural skin or feathers and tactile materials, controlled depth of field, clear readable silhouette, restrained cinematic color, motivated light. Neutral identity reference with no unrelated action. Keep enough of the environment to establish scale. Costume, age and location styling are adaptation choices, not historical claims. Lock this design before producing story shots.","No modern objects, logos, generated writing, plastic costumes, duplicate identities, fused limbs, deformed hands, unrelated architecture, sexualized presentation or graphic injury. Do not replace an existing approved reference.",Babruvahana’s mother; do not confuse with Shantanu’s son Chitrangada.
CH_CHITRAVAHANA,character,Chitravahana,"Create an original canonical reference for Chitravahana. Mature regional king with a square face, short graying beard, tied dark hair and restrained green-brown ceremonial cloth, protective paternal expression. Foothill court beside an ancestral ceremonial seat, filtered tropical light. Cinematic painterly realism, one coherent 16:9 composition designed for a 3840x2160 master, detailed natural skin or feathers and tactile materials, controlled depth of field, clear readable silhouette, restrained cinematic color, motivated light. Neutral identity reference with no unrelated action. Keep enough of the environment to establish scale. Costume, age and location styling are adaptation choices, not historical claims. Lock this design before producing story shots.","No modern objects, logos, generated writing, plastic costumes, duplicate identities, fused limbs, deformed hands, unrelated architecture, sexualized presentation or graphic injury. Do not replace an existing approved reference.","Chitrangada’s father, not Samvarana or Drupada."
CH_SUBHADRA,character,Subhadra,"Create an original canonical reference for Subhadra. Adult Yadava princess with rounded expressive face, wavy black hair tied low, coral and ivory silk, one distinctive small gold pendant, alert purposeful gaze. Coastal garden veranda with monsoon-wet stone and warm lamps, sea air beyond. Cinematic painterly realism, one coherent 16:9 composition designed for a 3840x2160 master, detailed natural skin or feathers and tactile materials, controlled depth of field, clear readable silhouette, restrained cinematic color, motivated light. Neutral identity reference with no unrelated action. Keep enough of the environment to establish scale. Costume, age and location styling are adaptation choices, not historical claims. Lock this design before producing story shots.","No modern objects, logos, generated writing, plastic costumes, duplicate identities, fused limbs, deformed hands, unrelated architecture, sexualized presentation or graphic injury. Do not replace an existing approved reference.",Maintain face in pastoral disguise; Arjuna’s wife and Abhimanyu’s mother.
CH_BALARAMA,character,Balarama,"Create an original canonical reference for Balarama. Broad-shouldered adult Yadava elder with wide face, dark hair tied back, pale cream and deep blue cloth, sturdy plough-associated staff and restrained ornaments, direct expressive eyes. Sea-facing Dvaraka hall, strong natural daylight softened by carved timber screens. Cinematic painterly realism, one coherent 16:9 composition designed for a 3840x2160 master, detailed natural skin or feathers and tactile materials, controlled depth of field, clear readable silhouette, restrained cinematic color, motivated light. Neutral identity reference with no unrelated action. Keep enough of the environment to establish scale. Costume, age and location styling are adaptation choices, not historical claims. Lock this design before producing story shots.","No modern objects, logos, generated writing, plastic costumes, duplicate identities, fused limbs, deformed hands, unrelated architecture, sexualized presentation or graphic injury. Do not replace an existing approved reference.","Krishna’s elder brother; anger relaxes gradually, not through face replacement."
CH_MAYA,character,Maya,"Create an original canonical reference for Maya. Middle-aged master artisan with an intelligent angular face, curly dark hair, short beard, soot-gray and earth-green cloth, precise work-worn hands and observant eyes. Quiet riverbank after fire, then separate clean-workshop variant with stone and timber samples. Cinematic painterly realism, one coherent 16:9 composition designed for a 3840x2160 master, detailed natural skin or feathers and tactile materials, controlled depth of field, clear readable silhouette, restrained cinematic color, motivated light. Neutral identity reference with no unrelated action. Keep enough of the environment to establish scale. Costume, age and location styling are adaptation choices, not historical claims. Lock this design before producing story shots.","No modern objects, logos, generated writing, plastic costumes, duplicate identities, fused limbs, deformed hands, unrelated architecture, sexualized presentation or graphic injury. Do not replace an existing approved reference.","Saved by Arjuna; builds later assembly hall, not initial Vishvakarma city."
CH_NARADA,character,Narada,"Create an original canonical reference for Narada. Mature wandering sage with an expressive lean face, tied dark-gray hair, light saffron travel cloth, simple veena resting by his side, inquisitive eyes and approachable composure. Airy royal courtyard with trees, a water channel and late sunlight. Cinematic painterly realism, one coherent 16:9 composition designed for a 3840x2160 master, detailed natural skin or feathers and tactile materials, controlled depth of field, clear readable silhouette, restrained cinematic color, motivated light. Neutral identity reference with no unrelated action. Keep enough of the environment to establish scale. Costume, age and location styling are adaptation choices, not historical claims. Lock this design before producing story shots.","No modern objects, logos, generated writing, plastic costumes, duplicate identities, fused limbs, deformed hands, unrelated architecture, sexualized presentation or graphic injury. Do not replace an existing approved reference.","Royal questions must be heard as dialogue, not a silent decorative cameo."
CH_AGNI,character,Agni in revealed form,"Create an original canonical reference for Agni in revealed form. Dignified adult divine personification with copper-toned light, flame-like hair expressed as controlled luminous shapes, deep saffron cloth and clear human anatomy, intense eyes. Dark riverbank with warm fire reflections and smoke held in depth. Cinematic painterly realism, one coherent 16:9 composition designed for a 3840x2160 master, detailed natural skin or feathers and tactile materials, controlled depth of field, clear readable silhouette, restrained cinematic color, motivated light. Neutral identity reference with no unrelated action. Keep enough of the environment to establish scale. Costume, age and location styling are adaptation choices, not historical claims. Lock this design before producing story shots.","No modern objects, logos, generated writing, plastic costumes, duplicate identities, fused limbs, deformed hands, unrelated architecture, sexualized presentation or graphic injury. Do not replace an existing approved reference.",Separate ordinary Brahmin disguise; never random fire covering human victims.
CH_VARUNA,character,Varuna,"Create an original canonical reference for Varuna. Mature divine figure with a calm broad face, dark tied hair, blue-green and pearl-ivory cloth, restrained aquatic ornaments and composed hands. Water-lit riverbank with polished wet stones and low mist, no underwater breathing equipment. Cinematic painterly realism, one coherent 16:9 composition designed for a 3840x2160 master, detailed natural skin or feathers and tactile materials, controlled depth of field, clear readable silhouette, restrained cinematic color, motivated light. Neutral identity reference with no unrelated action. Keep enough of the environment to establish scale. Costume, age and location styling are adaptation choices, not historical claims. Lock this design before producing story shots.","No modern objects, logos, generated writing, plastic costumes, duplicate identities, fused limbs, deformed hands, unrelated architecture, sexualized presentation or graphic injury. Do not replace an existing approved reference.",Gandiva presentation is one scene; later reuse follows source.
CH_INDRA,character,Indra,"Create an original canonical reference for Indra. Regal adult divine figure with a firm oval face, dark curled hair, restrained gold and cloud-blue cloth, a consistent thunderbolt emblem held safely, attentive proud gaze. Layered rain clouds over a distant tree canopy, natural storm scale and light. Cinematic painterly realism, one coherent 16:9 composition designed for a 3840x2160 master, detailed natural skin or feathers and tactile materials, controlled depth of field, clear readable silhouette, restrained cinematic color, motivated light. Neutral identity reference with no unrelated action. Keep enough of the environment to establish scale. Costume, age and location styling are adaptation choices, not historical claims. Lock this design before producing story shots.","No modern objects, logos, generated writing, plastic costumes, duplicate identities, fused limbs, deformed hands, unrelated architecture, sexualized presentation or graphic injury. Do not replace an existing approved reference.",Krishna and Arjuna’s relation varies by scene; no death implied by withdrawal.
CH_JARITA,character,Jarita,"Create an original canonical reference for Jarita. Natural adult forest bird with muted warm-brown feathers, a fine pale stripe above the eye and alert protective posture, anatomically believable beak and wings. Low tree hollow with four chicks, fresh leaves and soft light; create separate smoky crisis version. Cinematic painterly realism, one coherent 16:9 composition designed for a 3840x2160 master, detailed natural skin or feathers and tactile materials, controlled depth of field, clear readable silhouette, restrained cinematic color, motivated light. Neutral identity reference with no unrelated action. Keep enough of the environment to establish scale. Costume, age and location styling are adaptation choices, not historical claims. Lock this design before producing story shots.","No modern objects, logos, generated writing, plastic costumes, duplicate identities, fused limbs, deformed hands, unrelated architecture, sexualized presentation or graphic injury. Do not replace an existing approved reference.","Always four fledglings; no human clothing, lips or tears."
CH_MANDAPALA_BIRD,character,Mandapala bird form,"Create an original canonical reference for Mandapala bird form. Natural adult forest bird distinct from Jarita through slightly darker crown and small russet shoulder patch, readable watchful posture. Forest branch away from the family nest, controlled late light. Cinematic painterly realism, one coherent 16:9 composition designed for a 3840x2160 master, detailed natural skin or feathers and tactile materials, controlled depth of field, clear readable silhouette, restrained cinematic color, motivated light. Neutral identity reference with no unrelated action. Keep enough of the environment to establish scale. Costume, age and location styling are adaptation choices, not historical claims. Lock this design before producing story shots.","No modern objects, logos, generated writing, plastic costumes, duplicate identities, fused limbs, deformed hands, unrelated architecture, sexualized presentation or graphic injury. Do not replace an existing approved reference.",Separate ascetic human reference; no graphic transformation.
CH_LAPITA,character,Lapita,"Create an original canonical reference for Lapita. Natural adult forest bird with a subtle gray-brown breast and slender pale wing stripe, alert independent posture. Branch near a surviving grove, muted haze and distant green. Cinematic painterly realism, one coherent 16:9 composition designed for a 3840x2160 master, detailed natural skin or feathers and tactile materials, controlled depth of field, clear readable silhouette, restrained cinematic color, motivated light. Neutral identity reference with no unrelated action. Keep enough of the environment to establish scale. Costume, age and location styling are adaptation choices, not historical claims. Lock this design before producing story shots.","No modern objects, logos, generated writing, plastic costumes, duplicate identities, fused limbs, deformed hands, unrelated architecture, sexualized presentation or graphic injury. Do not replace an existing approved reference.",Distinct from Jarita; no moral color-coding or caricatured jealousy.
CH_JARASANDHA_SAHADEVA,character,Sahadeva son of Jarasandha,"Create an original canonical reference for Sahadeva son of Jarasandha. Young adult Magadhan prince with a broad forehead, thick dark brows, tied black hair, maroon and cream court cloth, serious restrained expression. Magadha court after a succession crisis, unlit ceremonial seat and subdued daylight. Cinematic painterly realism, one coherent 16:9 composition designed for a 3840x2160 master, detailed natural skin or feathers and tactile materials, controlled depth of field, clear readable silhouette, restrained cinematic color, motivated light. Neutral identity reference with no unrelated action. Keep enough of the environment to establish scale. Costume, age and location styling are adaptation choices, not historical claims. Lock this design before producing story shots.","No modern objects, logos, generated writing, plastic costumes, duplicate identities, fused limbs, deformed hands, unrelated architecture, sexualized presentation or graphic injury. Do not replace an existing approved reference.","Not Pandava Sahadeva. Separate face, kingdom, parentage and costume."
CH_JARA,character,Jara,"Create an original canonical reference for Jara. Adult household-associated rakshasi figure with a capable mature face, brown skin, tied dark hair, simple maroon-gray cloth and careful maternal hands, no monstrous caricature. Magadha outskirts near a crossroads and modest homes, dusk lamp glow. Cinematic painterly realism, one coherent 16:9 composition designed for a 3840x2160 master, detailed natural skin or feathers and tactile materials, controlled depth of field, clear readable silhouette, restrained cinematic color, motivated light. Neutral identity reference with no unrelated action. Keep enough of the environment to establish scale. Costume, age and location styling are adaptation choices, not historical claims. Lock this design before producing story shots.","No modern objects, logos, generated writing, plastic costumes, duplicate identities, fused limbs, deformed hands, unrelated architecture, sexualized presentation or graphic injury. Do not replace an existing approved reference.",Her joining of the infant is mythic; no graphic infant body halves.
LO_DVARAKA,location,Dvaraka coastal city,"Create an original canonical reference for Dvaraka coastal city. Coherent coastal epic city with deep-eaved timber halls, pale weathered stone, sheltered courtyards, harbors and restrained blue-coral textiles. Salt haze, wind in coastal trees, seasonal rain reflected on paving. Cinematic painterly realism, one coherent 16:9 composition designed for a 3840x2160 master, detailed natural skin or feathers and tactile materials, controlled depth of field, clear readable silhouette, restrained cinematic color, motivated light. Neutral identity reference with no unrelated action. Keep enough of the environment to establish scale. Costume, age and location styling are adaptation choices, not historical claims. Lock this design before producing story shots.","No modern objects, logos, generated writing, plastic costumes, duplicate identities, fused limbs, deformed hands, unrelated architecture, sexualized presentation or graphic injury. Do not replace an existing approved reference.",No floating city or modern high-rise skyline; maintain land-sea orientation.
LO_RAIVATAKA,location,Raivataka festival hill,"Create an original canonical reference for Raivataka festival hill. Coastal hill festival grounds with leaf-garlanded pavilions, winding paths, visible sea horizon, small groups of musicians and families. Rich natural vegetation, filtered warm light and breathable crowd spacing. Cinematic painterly realism, one coherent 16:9 composition designed for a 3840x2160 master, detailed natural skin or feathers and tactile materials, controlled depth of field, clear readable silhouette, restrained cinematic color, motivated light. Neutral identity reference with no unrelated action. Keep enough of the environment to establish scale. Costume, age and location styling are adaptation choices, not historical claims. Lock this design before producing story shots.","No modern objects, logos, generated writing, plastic costumes, duplicate identities, fused limbs, deformed hands, unrelated architecture, sexualized presentation or graphic injury. Do not replace an existing approved reference.",Separate from Naimisha forest and Panchala arena.
LO_SHALIHOTRA,location,Shalihotra lake hermitage,"Create an original canonical reference for Shalihotra lake hermitage. Quiet forest hermitage with low thatched shelters, broad lake, reeds, massive roots and clear earthen paths. Pale morning mist and delicate reflected light, restrained birds and lotus patches. Cinematic painterly realism, one coherent 16:9 composition designed for a 3840x2160 master, detailed natural skin or feathers and tactile materials, controlled depth of field, clear readable silhouette, restrained cinematic color, motivated light. Neutral identity reference with no unrelated action. Keep enough of the environment to establish scale. Costume, age and location styling are adaptation choices, not historical claims. Lock this design before producing story shots.","No modern objects, logos, generated writing, plastic costumes, duplicate identities, fused limbs, deformed hands, unrelated architecture, sexualized presentation or graphic injury. Do not replace an existing approved reference.",Bhima-Hidimbi family period; no royal palace.
LO_POTTER_HOUSE,location,Panchala potter house,"Create an original canonical reference for Panchala potter house. Modest domestic courtyard with stacked unglazed pots, low timber doorway, earthen walls, shaded meal area and a discreet path to the street. Evening lamp glow and cool moonlight in the outer lane. Cinematic painterly realism, one coherent 16:9 composition designed for a 3840x2160 master, detailed natural skin or feathers and tactile materials, controlled depth of field, clear readable silhouette, restrained cinematic color, motivated light. Neutral identity reference with no unrelated action. Keep enough of the environment to establish scale. Costume, age and location styling are adaptation choices, not historical claims. Lock this design before producing story shots.","No modern objects, logos, generated writing, plastic costumes, duplicate identities, fused limbs, deformed hands, unrelated architecture, sexualized presentation or graphic injury. Do not replace an existing approved reference.",Not Ekachakra host house; maintain household layout for Dhrishtadyumna’s observation.
LO_BINDU,location,Bindu Sarovara region,"Create an original canonical reference for Bindu Sarovara region. Mythic highland lake with crystalline water, layered wooded slopes, pale distant peaks and old carefully placed ritual stones. Cool morning reflections, restrained mineral color and deep atmospheric perspective. Cinematic painterly realism, one coherent 16:9 composition designed for a 3840x2160 master, detailed natural skin or feathers and tactile materials, controlled depth of field, clear readable silhouette, restrained cinematic color, motivated light. Neutral identity reference with no unrelated action. Keep enough of the environment to establish scale. Costume, age and location styling are adaptation choices, not historical claims. Lock this design before producing story shots.","No modern objects, logos, generated writing, plastic costumes, duplicate identities, fused limbs, deformed hands, unrelated architecture, sexualized presentation or graphic injury. Do not replace an existing approved reference.",No certified modern location claim; treasury and source excursus remain separate shots.
