id,group_id,title,image_prompt,negative_prompt,motion,sound,continuity,postproduction_labels_kn,editorial_notes_kn,source,spoken_words,voice_estimate_min_seconds,voice_estimate_max_seconds,actual_voice_duration_seconds,image_status,clip_status,approved_reference_ids,review_status
G31-S03,G31,ಒಪ್ಪದ ತಂದೆಯ ಪ್ರಶ್ನೆ,"Drupada sits in a deliberation chamber with Yudhishthira, Kunti, Dhrishtadyumna and Draupadi all visibly included. His open palm marks an honest objection; no one celebrates yet. The brothers sit apart from the women rather than forming a possessive ring around Draupadi. A cool courtyard light supports a serious family discussion. Cinematic painterly realism for a 3840 by 2160 UHD 16:9 production; credible skin, woven natural-dye cloth, carved timber and weathered stone. Layer foreground, human action and distant environment. Restrained colors, motivated natural light, tangible atmosphere, expressive dignified faces. Original cast, consistent facial reference and costume across shots; visual interpretation of epic literature, not a claim of archaeological reconstruction. No lettering in the image.","No modern objects, plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark, captions or generated text. Do not impose later sectarian forehead marks on every ancient person.","Slow, restrained push toward the active speaker; keep identities and screen direction fixed.",Natural location ambience under clear Kannada voice; lower score during dialogue.,"Carry the established faces, age, clothing, props and time of day into the next shot.",,ಈ ಸಂಭಾಷಣೆಯಲ್ಲಿ ಎಲ್ಲರೂ ಮೊದಲಿನಿಂದಲೇ ಒಪ್ಪಿಕೊಂಡಿದ್ದಂತೆ ತೋರಿಸಬಾರದು.,MAHABHARATA-3-AADIPARVA_djvu.txt lines 28444–28858,41,18,23,,not_generated,not_generated,,editorial_draft
G31-S04,G31,ವ್ಯಾಸರು ನೀಡುವ ದಿಕ್ಕು,"Vyasa enters the quiet Panchala chamber and sits to answer Drupada. The king turns toward him; Kunti and the family remain attentive. A softly lit open doorway frames a tree beyond, offering a calm visual threshold before mythic flashbacks. Maintain Vyasa’s approved reference; no later commentator appears as an ancient eyewitness. Cinematic painterly realism for a 3840 by 2160 UHD 16:9 production; credible skin, woven natural-dye cloth, carved timber and weathered stone. Layer foreground, human action and distant environment. Restrained colors, motivated natural light, tangible atmosphere, expressive dignified faces. Original cast, consistent facial reference and costume across shots; visual interpretation of epic literature, not a claim of archaeological reconstruction. No lettering in the image.","No modern objects, plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark, captions or generated text. Do not impose later sectarian forehead marks on every ancient person.","Slow, restrained push toward the active speaker; keep identities and screen direction fixed.",Natural location ambience under clear Kannada voice; lower score during dialogue.,"Carry the established faces, age, clothing, props and time of day into the next shot.",,ಪ್ರೇಕ್ಷಕರಿಗೆ ನಾವು ಈಗ ವ್ಯಾಸರು ಹೇಳುವ ವಿವರಣೆಯನ್ನು ಕೇಳುತ್ತಿದ್ದೇವೆ ಎಂದು ಸ್ಪಷ್ಟವಾಗಿ ತಿಳಿಸಬೇಕು.,MAHABHARATA-3-AADIPARVA_djvu.txt lines 28859–29093,43,19,25,,not_generated,not_generated,,editorial_draft
G31-S05,G31,ನಾಳಾಯನಿ ಮತ್ತು ಇಂದ್ರಸೇನೆ,"Mythic past-life scene: adult Nalayani tends respectfully to her ascetic husband in a forest dwelling, fully clothed and nonsexual. A water bowl, simple mat and rain beyond the eaves convey patient daily care. Design her with a deliberate visual echo of Draupadi but different costume and era; no simultaneous duplicates or marital intimacy. Cinematic painterly realism for a 3840 by 2160 UHD 16:9 production; credible skin, woven natural-dye cloth, carved timber and weathered stone. Layer foreground, human action and distant environment. Restrained colors, motivated natural light, tangible atmosphere, expressive dignified faces. Original cast, consistent facial reference and costume across shots; visual interpretation of epic literature, not a claim of archaeological reconstruction. No lettering in the image.","No modern objects, plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark, captions or generated text. Do not impose later sectarian forehead marks on every ancient person.","Slow, restrained push toward the active speaker; keep identities and screen direction fixed.",Natural location ambience under clear Kannada voice; lower score during dialogue.,"Carry the established faces, age, clothing, props and time of day into the next shot.",,,MAHABHARATA-3-AADIPARVA_djvu.txt lines 29094–29807,67,30,38,,not_generated,not_generated,,editorial_draft
G31-S06,G31,ಐದು ಇಂದ್ರರ ಪೂರ್ವಕಥೆ,"Drupada’s visionary perspective: five distinct luminous royal presences and one dignified female presence are arranged in a calm symbolic mountain space, never fused into multi-headed bodies. A small foreground silhouette of Drupada and Vyasa anchors whose vision this is. Subtle dawn-like radiance and restrained sacred scale, no science-fiction portal or crowded celestial collage. Cinematic painterly realism for a 3840 by 2160 UHD 16:9 production; credible skin, woven natural-dye cloth, carved timber and weathered stone. Layer foreground, human action and distant environment. Restrained colors, motivated natural light, tangible atmosphere, expressive dignified faces. Original cast, consistent facial reference and costume across shots; visual interpretation of epic literature, not a claim of archaeological reconstruction. No lettering in the image.","No modern objects, plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark, captions or generated text. Do not impose later sectarian forehead marks on every ancient person.","Slow, restrained push toward the active speaker; keep identities and screen direction fixed.",Natural location ambience under clear Kannada voice; lower score during dialogue.,"Carry the established faces, age, clothing, props and time of day into the next shot.",,,MAHABHARATA-3-AADIPARVA_djvu.txt lines 29808–30559,53,24,30,,not_generated,not_generated,,editorial_draft
G31-S07,G31,ಕಥೆ ಮತ್ತು ಭಾಷ್ಯದ ವ್ಯತ್ಯಾಸ,"A contemplative manuscript study image outside the dramatic timeline: layered palm-leaf pages beside an oil lamp, with five separate flower offerings arranged around one central empty seat. No readable generated writing or literal merging of women’s bodies. Leave clean negative space for editor-added Kannada explanation identifying this edition’s commentary. Cinematic painterly realism for a 3840 by 2160 UHD 16:9 production; credible skin, woven natural-dye cloth, carved timber and weathered stone. Layer foreground, human action and distant environment. Restrained colors, motivated natural light, tangible atmosphere, expressive dignified faces. Original cast, consistent facial reference and costume across shots; visual interpretation of epic literature, not a claim of archaeological reconstruction. No lettering in the image.","No modern objects, plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark, captions or generated text. Do not impose later sectarian forehead marks on every ancient person.","Slow, restrained push toward the active speaker; keep identities and screen direction fixed.",Natural location ambience under clear Kannada voice; lower score during dialogue.,"Carry the established faces, age, clothing, props and time of day into the next shot.",,ಅವುಗಳನ್ನು ಒಟ್ಟಿಗೆ ಕಲಸಿದರೆ ಪ್ರೇಕ್ಷಕರಿಗೆ ಗೊಂದಲವಾಗುತ್ತದೆ.,MAHABHARATA-3-AADIPARVA_djvu.txt lines 29094–31177,49,22,28,,not_generated,not_generated,,editorial_draft
G31-S08,G31,ಸಮ್ಮತಿ ಮತ್ತು ವಿವಾಹ,"One marriage rite in Panchala, Draupadi and a single clearly identified Pandava beside the sacred fire, Dhaumya officiating and the family witnessing. Use the same ceremonial set for separate successive rites; do not depict five simultaneous grooms holding her hands. Rich but restrained silk, fresh flowers, wood pillars and warm firelight support solemnity. Cinematic painterly realism for a 3840 by 2160 UHD 16:9 production; credible skin, woven natural-dye cloth, carved timber and weathered stone. Layer foreground, human action and distant environment. Restrained colors, motivated natural light, tangible atmosphere, expressive dignified faces. Original cast, consistent facial reference and costume across shots; visual interpretation of epic literature, not a claim of archaeological reconstruction. No lettering in the image.","No modern objects, plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark, captions or generated text. Do not impose later sectarian forehead marks on every ancient person.","Slow, restrained push toward the active speaker; keep identities and screen direction fixed.",Natural location ambience under clear Kannada voice; lower score during dialogue.,"Carry the established faces, age, clothing, props and time of day into the next shot.",,ಪ್ರತಿ ಪಾಂಡವನೊಂದಿಗೆ ನಡೆಯುವ ವಿಧಿಯನ್ನು ಒಂದೇ ಗೊಂದಲದ ಗುಂಪುಚಿತ್ರವಾಗಿ ಬಿಡದೆ ಸ್ಪಷ್ಟ ಕ್ರಮದಲ್ಲಿ ತೋರಿಸಬೇಕು.,MAHABHARATA-3-AADIPARVA_djvu.txt lines 30560–31177,39,17,22,,not_generated,not_generated,,editorial_draft
G31-S09,G31,ಕುಂತಿಯ ಆಶೀರ್ವಾದ,"Kunti blesses Draupadi in a quiet post-wedding courtyard, touching her head gently while the brothers stand farther back. Covered gift chests from Krishna rest beside attendants, unopened and without modern labels. Morning flowers, a clear sky and soft cloth textures convey temporary relief. Preserve Draupadi’s mature dignity and Kunti’s established age. Cinematic painterly realism for a 3840 by 2160 UHD 16:9 production; credible skin, woven natural-dye cloth, carved timber and weathered stone. Layer foreground, human action and distant environment. Restrained colors, motivated natural light, tangible atmosphere, expressive dignified faces. Original cast, consistent facial reference and costume across shots; visual interpretation of epic literature, not a claim of archaeological reconstruction. No lettering in the image.","No plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark, captions or generated text. Do not impose later sectarian forehead marks on every ancient person. For an editorial or publication scene, permit the modern book or archive props explicitly requested; do not project them into ancient story scenes.","Slow, restrained push toward the active speaker; keep identities and screen direction fixed.",Natural location ambience under clear Kannada voice; lower score during dialogue.,"Carry the established faces, age, clothing, props and time of day into the next shot.",,,MAHABHARATA-3-AADIPARVA_djvu.txt lines 31178–31350,48,21,27,,not_generated,not_generated,,editorial_draft
G32-S01,G32,ಸುದ್ದಿಗೆ ಎರಡು ಪ್ರತಿಕ್ರಿಯೆಗಳು,"Travelling messengers reach a royal encampment after the Panchala wedding. Duryodhana listens tensely with Karna and Shakuni nearby while Bhurishrava speaks from a separate position. Folded campaign tents, horses and fading afternoon light create a temporary political space. Distinct reactions matter more than extravagant royal props. Cinematic painterly realism for a 3840 by 2160 UHD 16:9 production; credible skin, woven natural-dye cloth, carved timber and weathered stone. Layer foreground, human action and distant environment. Restrained colors, motivated natural light, tangible atmosphere, expressive dignified faces. Original cast, consistent facial reference and costume across shots; visual interpretation of epic literature, not a claim of archaeological reconstruction. No lettering in the image.","No modern objects, plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark, captions or generated text. Do not impose later sectarian forehead marks on every ancient person.","Slow, restrained push toward the active speaker; keep identities and screen direction fixed.",Natural location ambience under clear Kannada voice; lower score during dialogue.,"Carry the established faces, age, clothing, props and time of day into the next shot.",,,MAHABHARATA-4-AADIPARVA_djvu.txt lines 906–1397,51,23,29,,not_generated,not_generated,,editorial_draft
G32-S02,G32,ಅಭಿಯಾನದ ವೈಫಲ್ಯ,"An unsuccessful attacking force withdraws along the road outside Panchala, shields lowered and standards damaged but identifiable. Defenders maintain position by the city approach while a separate allied contingent arrives farther off. Clear routes and restrained dust show the outcome without invented combat choreography or graphic casualties. Cinematic painterly realism for a 3840 by 2160 UHD 16:9 production; credible skin, woven natural-dye cloth, carved timber and weathered stone. Layer foreground, human action and distant environment. Restrained colors, motivated natural light, tangible atmosphere, expressive dignified faces. Original cast, consistent facial reference and costume across shots; visual interpretation of epic literature, not a claim of archaeological reconstruction. No lettering in the image.","No modern objects, plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark, captions or generated text. Do not impose later sectarian forehead marks on every ancient person.","Slow, restrained push toward the active speaker; keep identities and screen direction fixed.",Natural location ambience under clear Kannada voice; lower score during dialogue.,"Carry the established faces, age, clothing, props and time of day into the next shot.",,,MAHABHARATA-4-AADIPARVA_djvu.txt lines 1398–2117,44,20,25,,not_generated,not_generated,,editorial_draft
G32-S03,G32,ಧೃತರಾಷ್ಟ್ರನ ತಪ್ಪು ಸಂತೋಷ,"Vidura delivers news to Dhritarashtra in the familiar royal chamber. The king’s initial lifted expression gives way to careful listening as the meaning becomes clear; an attendant pauses beside unopened wedding gifts. Duryodhana waits beyond the doorway, not privy to every private word. Keep the established blind king’s posture consistent. Cinematic painterly realism for a 3840 by 2160 UHD 16:9 production; credible skin, woven natural-dye cloth, carved timber and weathered stone. Layer foreground, human action and distant environment. Restrained colors, motivated natural light, tangible atmosphere, expressive dignified faces. Original cast, consistent facial reference and costume across shots; visual interpretation of epic literature, not a claim of archaeological reconstruction. No lettering in the image.","No modern objects, plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark, captions or generated text. Do not impose later sectarian forehead marks on every ancient person.","Slow, restrained push toward the active speaker; keep identities and screen direction fixed.",Natural location ambience under clear Kannada voice; lower score during dialogue.,"Carry the established faces, age, clothing, props and time of day into the next shot.",,,MAHABHARATA-4-AADIPARVA_djvu.txt lines 2118–2566,51,23,29,,not_generated,not_generated,,editorial_draft
G32-S04,G32,ಕರ್ಣನ ವಾದ,"Karna addresses Duryodhana and Dhritarashtra with a soldier’s directness in a small council room. A sheathed sword lies on a low table, not a drawn threat. The king’s hands remain uncertain while Karna’s stance is firm. Muted daylight and plain wood emphasize argument over spectacle. Cinematic painterly realism for a 3840 by 2160 UHD 16:9 production; credible skin, woven natural-dye cloth, carved timber and weathered stone. Layer foreground, human action and distant environment. Restrained colors, motivated natural light, tangible atmosphere, expressive dignified faces. Original cast, consistent facial reference and costume across shots; visual interpretation of epic literature, not a claim of archaeological reconstruction. No lettering in the image.","No modern objects, plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark, captions or generated text. Do not impose later sectarian forehead marks on every ancient person.","Slow, restrained push toward the active speaker; keep identities and screen direction fixed.",Natural location ambience under clear Kannada voice; lower score during dialogue.,"Carry the established faces, age, clothing, props and time of day into the next shot.",,,MAHABHARATA-4-AADIPARVA_djvu.txt lines 2567–2814,48,21,27,,not_generated,not_generated,,editorial_draft
G32-S05,G32,ಭೀಷ್ಮರ ಪಾಲಿನ ಮಾತು,"Bhishma speaks before the full Hastinapura council, standing upright with white hair and restrained elder-warrior costume. Dhritarashtra listens centrally, Duryodhana and the other advisers sit on separate sides. Open windows reveal the city whose welfare is at stake. No weapons drawn; the action is a public claim of inheritance. Cinematic painterly realism for a 3840 by 2160 UHD 16:9 production; credible skin, woven natural-dye cloth, carved timber and weathered stone. Layer foreground, human action and distant environment. Restrained colors, motivated natural light, tangible atmosphere, expressive dignified faces. Original cast, consistent facial reference and costume across shots; visual interpretation of epic literature, not a claim of archaeological reconstruction. No lettering in the image.","No modern objects, plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark, captions or generated text. Do not impose later sectarian forehead marks on every ancient person.","Slow, restrained push toward the active speaker; keep identities and screen direction fixed.",Natural location ambience under clear Kannada voice; lower score during dialogue.,"Carry the established faces, age, clothing, props and time of day into the next shot.",,,MAHABHARATA-4-AADIPARVA_djvu.txt lines 2815–3020,42,19,24,,not_generated,not_generated,,editorial_draft
G32-S06,G32,ದ್ರೋಣ ಮತ್ತು ಕರ್ಣರ ಭಿನ್ನಾಭಿಪ್ರಾಯ,"Drona and Karna debate across the council floor while Bhishma and Vidura observe. Keep each man’s hands controlled and their faces fully visible; this is a sharp exchange, not a duel. A tray of proposed diplomatic gifts waits beside an attendant, providing a concrete visual focus for the disputed plan. Cinematic painterly realism for a 3840 by 2160 UHD 16:9 production; credible skin, woven natural-dye cloth, carved timber and weathered stone. Layer foreground, human action and distant environment. Restrained colors, motivated natural light, tangible atmosphere, expressive dignified faces. Original cast, consistent facial reference and costume across shots; visual interpretation of epic literature, not a claim of archaeological reconstruction. No lettering in the image.","No modern objects, plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark, captions or generated text. Do not impose later sectarian forehead marks on every ancient person.","Slow, restrained push toward the active speaker; keep identities and screen direction fixed.",Natural location ambience under clear Kannada voice; lower score during dialogue.,"Carry the established faces, age, clothing, props and time of day into the next shot.",,,MAHABHARATA-4-AADIPARVA_djvu.txt lines 3021–3368,52,23,30,,not_generated,not_generated,,editorial_draft
G32-S07,G32,ವಿದುರನ ಎಚ್ಚರಿಕೆ,"Vidura addresses the king directly with an open, unthreatening hand as the council grows quiet. Frame the listening faces in depth, with Duryodhana visibly unconvinced at the edge. Daylight remains the same as the preceding debate. The image should convey a warning grounded in statecraft, not a supernatural prophecy. Cinematic painterly realism for a 3840 by 2160 UHD 16:9 production; credible skin, woven natural-dye cloth, carved timber and weathered stone. Layer foreground, human action and distant environment. Restrained colors, motivated natural light, tangible atmosphere, expressive dignified faces. Original cast, consistent facial reference and costume across shots; visual interpretation of epic literature, not a claim of archaeological reconstruction. No lettering in the image.","No modern objects, plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark, captions or generated text. Do not impose later sectarian forehead marks on every ancient person.","Slow, restrained push toward the active speaker; keep identities and screen direction fixed.",Natural location ambience under clear Kannada voice; lower score during dialogue.,"Carry the established faces, age, clothing, props and time of day into the next shot.",,,MAHABHARATA-4-AADIPARVA_djvu.txt lines 3369–3659,44,20,25,,not_generated,not_generated,,editorial_draft
G32-S08,G32,ಪಾಂಚಾಲದ ಆಹ್ವಾನ,"Vidura is received by Drupada, Kunti, Draupadi and the five brothers in a Panchala garden court. Gift bearers remain behind the principals; Krishna listens nearby. Fresh foliage and clear morning light create a diplomatic welcome, while attentive expressions preserve the question of safety. Cinematic painterly realism for a 3840 by 2160 UHD 16:9 production; credible skin, woven natural-dye cloth, carved timber and weathered stone. Layer foreground, human action and distant environment. Restrained colors, motivated natural light, tangible atmosphere, expressive dignified faces. Original cast, consistent facial reference and costume across shots; visual interpretation of epic literature, not a claim of archaeological reconstruction. No lettering in the image.","No modern objects, plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark, captions or generated text. Do not impose later sectarian forehead marks on every ancient person.","Slow, restrained push toward the active speaker; keep identities and screen direction fixed.",Natural location ambience under clear Kannada voice; lower score during dialogue.,"Carry the established faces, age, clothing, props and time of day into the next shot.",,,MAHABHARATA-4-AADIPARVA_djvu.txt lines 3660–3990,40,18,23,,not_generated,not_generated,,editorial_draft
G32-S09,G32,ಮರಳಿ ಬಂದ ಕುಟುಂಬ,"Hastinapura street lined with welcoming townspeople, the five Pandavas and Kunti arriving with Draupadi in a dignified procession. Bhishma and Vidura wait at the gate. Familiar city architecture links to earlier scenes, while fresh flowers and restrained banners mark return. Duryodhana’s reserved presence in the distance prevents a false universal reconciliation. Cinematic painterly realism for a 3840 by 2160 UHD 16:9 production; credible skin, woven natural-dye cloth, carved timber and weathered stone. Layer foreground, human action and distant environment. Restrained colors, motivated natural light, tangible atmosphere, expressive dignified faces. Original cast, consistent facial reference and costume across shots; visual interpretation of epic literature, not a claim of archaeological reconstruction. No lettering in the image.","No modern objects, plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark, captions or generated text. Do not impose later sectarian forehead marks on every ancient person.","Slow, restrained push toward the active speaker; keep identities and screen direction fixed.",Natural location ambience under clear Kannada voice; lower score during dialogue.,"Carry the established faces, age, clothing, props and time of day into the next shot.",,,MAHABHARATA-4-AADIPARVA_djvu.txt lines 3991–4617,43,19,25,,not_generated,not_generated,,editorial_draft
G33-S01,G33,ಖಾಂಡವಪ್ರಸ್ಥಕ್ಕೆ ಹೊರಟವರು,"The Pandava family surveys the Khandavaprastha site with Krishna and Vyasa from a low ridge. Open land, existing trees, watercourses and distant habitation are visible, not a burning forest. Survey cords and modest work shelters suggest civic planning. Establish the river orientation for the later city without claiming a precise modern map. Cinematic painterly realism for a 3840 by 2160 UHD 16:9 production; credible skin, woven natural-dye cloth, carved timber and weathered stone. Layer foreground, human action and distant environment. Restrained colors, motivated natural light, tangible atmosphere, expressive dignified faces. Original cast, consistent facial reference and costume across shots; visual interpretation of epic literature, not a claim of archaeological reconstruction. No lettering in the image.","No plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark, captions or generated text. Do not impose later sectarian forehead marks on every ancient person. For an editorial or publication scene, permit the modern book or archive props explicitly requested; do not project them into ancient story scenes.","Slow, restrained push toward the active speaker; keep identities and screen direction fixed.",Natural location ambience under clear Kannada voice; lower score during dialogue.,"Carry the established faces, age, clothing, props and time of day into the next shot.",,,MAHABHARATA-4-AADIPARVA_djvu.txt lines 4618–5040,46,20,26,,not_generated,not_generated,,editorial_draft
G33-S02,G33,ವಿಶ್ವಕರ್ಮನ ನಗರ,"Indraprastha under construction beside a river, a coherent city of broad earth-and-stone avenues, timber-roofed houses, gardens and civic wells. Vishvakarma is shown as a dignified divine artisan overseeing a plan with builders, not Maya. Layer workers, families and finished streets into readable depth under bright morning light. Cinematic painterly realism for a 3840 by 2160 UHD 16:9 production; credible skin, woven natural-dye cloth, carved timber and weathered stone. Layer foreground, human action and distant environment. Restrained colors, motivated natural light, tangible atmosphere, expressive dignified faces. Original cast, consistent facial reference and costume across shots; visual interpretation of epic literature, not a claim of archaeological reconstruction. No lettering in the image.","No modern objects, plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark, captions or generated text. Do not impose later sectarian forehead marks on every ancient person.","Slow, restrained push toward the active speaker; keep identities and screen direction fixed.",Natural location ambience under clear Kannada voice; lower score during dialogue.,"Carry the established faces, age, clothing, props and time of day into the next shot.",,"ಅರಮನೆಯ ಸೌಂದರ್ಯದ ಜೊತೆಗೆ ಬೀದಿಗಳು, ನೀರು, ವ್ಯಾಪಾರ ಮತ್ತು ಸಾಮಾನ್ಯ ಮನೆಗಳನ್ನೂ ತೋರಿಸೋಣ.",MAHABHARATA-4-AADIPARVA_djvu.txt lines 5041–5719,42,19,24,,not_generated,not_generated,,editorial_draft
G33-S03,G33,ನಾರದರು ಕೇಳಿದ ಒಗ್ಗಟ್ಟು,"Narada speaks with all five brothers in an airy Indraprastha courtyard, Draupadi present in the conversation rather than absent from a rule affecting her life. His veena rests beside his seat. Flowering vines, water channels and soft afternoon light establish a settled city. The brothers listen with distinct personalities and no exaggerated halos. Cinematic painterly realism for a 3840 by 2160 UHD 16:9 production; credible skin, woven natural-dye cloth, carved timber and weathered stone. Layer foreground, human action and distant environment. Restrained colors, motivated natural light, tangible atmosphere, expressive dignified faces. Original cast, consistent facial reference and costume across shots; visual interpretation of epic literature, not a claim of archaeological reconstruction. No lettering in the image.","No modern objects, plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark, captions or generated text. Do not impose later sectarian forehead marks on every ancient person.","Slow, restrained push toward the active speaker; keep identities and screen direction fixed.",Natural location ambience under clear Kannada voice; lower score during dialogue.,"Carry the established faces, age, clothing, props and time of day into the next shot.",,,MAHABHARATA-4-AADIPARVA_djvu.txt lines 5720–6229,51,23,29,,not_generated,not_generated,,editorial_draft
G33-S04,G33,ಸುಂದ ಉಪಸುಂದರ ವರ,"Ancestral mythic scene: Sunda and Upasunda perform austerities on a rugged mountain ledge before a restrained luminous Brahma presence. Design the brothers as related but distinguishable adults in dark natural cloth, no resemblance to Bhima or Duryodhana. Wind-bent shrubs and high cloud layers create scale without spectacle overwhelming the vow. Cinematic painterly realism for a 3840 by 2160 UHD 16:9 production; credible skin, woven natural-dye cloth, carved timber and weathered stone. Layer foreground, human action and distant environment. Restrained colors, motivated natural light, tangible atmosphere, expressive dignified faces. Original cast, consistent facial reference and costume across shots; visual interpretation of epic literature, not a claim of archaeological reconstruction. No lettering in the image.","No modern objects, plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark, captions or generated text. Do not impose later sectarian forehead marks on every ancient person.","Slow, restrained push toward the active speaker; keep identities and screen direction fixed.",Natural location ambience under clear Kannada voice; lower score during dialogue.,"Carry the established faces, age, clothing, props and time of day into the next shot.",,,MAHABHARATA-4-AADIPARVA_djvu.txt lines 6230–6511,51,23,29,,not_generated,not_generated,,editorial_draft
G33-S05,G33,ವರದಿಂದ ಬಂದ ದೌರ್ಜನ್ಯ,"Deserted hermitage after Sunda and Upasunda’s campaign: abandoned ritual vessels, a damaged shelter and frightened residents leaving along a forest path. The brothers’ distant forces occupy a ridge, not the foreground. Somber cloudy light records disruption to ordinary lives; avoid graphic violence or glorifying devastation. Cinematic painterly realism for a 3840 by 2160 UHD 16:9 production; credible skin, woven natural-dye cloth, carved timber and weathered stone. Layer foreground, human action and distant environment. Restrained colors, motivated natural light, tangible atmosphere, expressive dignified faces. Original cast, consistent facial reference and costume across shots; visual interpretation of epic literature, not a claim of archaeological reconstruction. No lettering in the image.","No modern objects, plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark, captions or generated text. Do not impose later sectarian forehead marks on every ancient person.","Slow, restrained push toward the active speaker; keep identities and screen direction fixed.",Natural location ambience under clear Kannada voice; lower score during dialogue.,"Carry the established faces, age, clothing, props and time of day into the next shot.",,,MAHABHARATA-4-AADIPARVA_djvu.txt lines 6512–6765,45,20,26,,not_generated,not_generated,,editorial_draft
G33-S06,G33,ತಿಲೋತ್ತಮೆಯ ಆಗಮನ,"Tilottama walks through a flowering woodland at twilight, fully clothed in a luminous but restrained woven costume. Sunda and Upasunda notice her from separate sides of a pavilion, their formerly mirrored postures beginning to oppose each other. Frame her as an autonomous figure moving through the space, never a sexualized object or prize. Cinematic painterly realism for a 3840 by 2160 UHD 16:9 production; credible skin, woven natural-dye cloth, carved timber and weathered stone. Layer foreground, human action and distant environment. Restrained colors, motivated natural light, tangible atmosphere, expressive dignified faces. Original cast, consistent facial reference and costume across shots; visual interpretation of epic literature, not a claim of archaeological reconstruction. No lettering in the image.","No modern objects, plastic costumes, random crowns, European castles, futuristic armor, artificial gold glare, caricature, skin-color moral coding, extra limbs, fused hands, duplicate faces, malformed bowstrings, floating props, watermark, captions or generated text. Do not impose later sectarian forehead marks on every ancient person.","Slow, restrained push toward the active speaker; keep identities and screen direction fixed.",Natural location ambience under clear Kannada voice; lower score during dialogue.,"Carry the established faces, age, clothing, props and time of day into the next shot.",,"ತಿಲೋತ್ತಮೆಯನ್ನು ತಪ್ಪಿನ ಮೂಲವೆಂದು ನಿರೂಪಿಸದೆ, ಅವಳನ್ನು ಸ್ವಾಧೀನಪಡಿಸಿಕೊಳ್ಳುವ ಅವರ ಅಹಂಕಾರವನ್ನು ತೋರಿಸಬೇಕು.",MAHABHARATA-4-AADIPARVA_djvu.txt lines 6766–7054,37,16,21,,not_generated,not_generated,,editorial_draft
